cell_id,region_group,center_lat,center_lon,year,valid_quarters,q3_valid,q2_valid,annual_complete,selected_quarter,annual_area_m2,selected_quarter_mean_passes,minimum_mean_passes_over_used_quarters,variant,p95_annual_area_pre2005,relative_canopy,next_year_area_m2,next_year_observation_high_quality,relative_drop_next,event,canopy_lag1,canopy_lag2,canopy_2yr_change,canopy_3yr_change,canopy_3yr_mean,canopy_3yr_std,canopy_3yr_slope,canopy_drop_from_3yr_max,eligible,observation_high_quality,high_observation_pair_eligible
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,1997,3,True,True,True,3.0,12789.0,1.6154661016949152,1.0,fixedpre_protocol_max,160730.1999999999,0.07956812098784179,89693.0,False,-6.013292673391196,0,,0.679256294087857,-0.5996881731000152,-0.1768491546703732,,,,,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,1998,3,True,True,True,3.0,89693.0,1.6257901390644753,1.0,fixedpre_protocol_max,160730.1999999999,0.558034519959535,110550.0,False,-0.2325376562273533,0,0.07956812098784179,,,-0.12122177412832202,,,,,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,1999,3,True,True,True,3.0,110550.0,1.7450980392156863,1.434640522875817,fixedpre_protocol_max,160730.1999999999,0.6877985593248815,110482.0,False,0.0006151062867480778,0,0.558034519959535,0.07956812098784179,0.6082304383370397,,0.4418004000907528,0.3203417620232643,0.3041152191685198,0.0,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2000,3,True,True,True,3.0,110482.0,1.9319148936170212,1.9256830601092896,fixedpre_protocol_max,160730.1999999999,0.6873754901070245,63968.0,False,0.42100975724552414,1,0.6877985593248815,0.558034519959535,0.12934097014748946,0.6078073691191826,0.6444028564638137,0.07479747261624561,0.06467048507374469,0.0006151062867481628,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2001,4,True,True,True,3.0,63968.0,1.8435517970401691,1.2220216606498195,fixedpre_protocol_max,160730.1999999999,0.39798370188054294,103260.0,False,-0.6142446223111556,0,0.6873754901070245,0.6877985593248815,-0.2898148574443386,-0.16005081807899207,0.5910525837708163,0.16720269020760706,-0.14490742872216925,0.42136589778380823,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2002,4,True,True,True,2.0,103260.0,1.7685950413223142,1.42826780021254,fixedpre_protocol_max,160730.1999999999,0.6424430505281525,34303.0,False,0.6677997288398219,1,0.39798370188054294,0.6873754901070245,-0.04493243957887194,-0.045355508796729005,0.5759340808385733,0.1557385118077966,-0.02246621978943611,0.06536811426295684,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2003,4,True,True,True,3.0,34303.0,3.6627906976744184,1.8258426966292134,fixedpre_protocol_max,160730.1999999999,0.21341975559042434,53649.0,False,-0.5639739964434598,0,0.6424430505281525,0.39798370188054294,-0.1845639462901186,-0.4739557345166001,0.41794883599970656,0.21520734614576548,-0.09228197314505922,0.6677997288398217,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2004,4,True,True,True,2.0,53649.0,2.332620320855615,1.702819956616052,fixedpre_protocol_max,160730.1999999999,0.3337829480707424,24075.0,True,0.5512497903036403,1,0.21341975559042434,0.6424430505281525,-0.30866010245741016,-0.06420075380980056,0.39654858472977317,0.2212914159173741,-0.1543300512287051,0.48044741429401505,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2005,4,True,True,True,3.0,24075.0,5.107822410147992,2.272425249169435,fixedpre_protocol_max,160730.1999999999,0.14978516793981478,74552.0,False,-2.096656282450675,0,0.3337829480707424,0.21341975559042434,-0.06363458765060956,-0.49265788258833776,0.2323292905336605,0.0934450301359269,-0.03181729382530475,0.5512497903036403,True,True,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2006,4,True,True,True,2.0,74552.0,2.752212389380531,1.2039007092198581,fixedpre_protocol_max,160730.1999999999,0.46383318131875684,29275.0,False,0.6073210644918983,1,0.14978516793981478,0.3337829480707424,0.13005023324801446,0.2504134257283325,0.3158004324431047,0.15779438148438185,0.06502511662400717,0.0,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2007,4,True,True,True,2.0,29275.0,3.3846971307120084,1.5049288061336255,fixedpre_protocol_max,160730.1999999999,0.18213751989358576,36240.0,False,-0.23791631084543124,0,0.46383318131875684,0.14978516793981478,0.03235235195377098,-0.15164542817715662,0.26525195638405247,0.17273547939453787,0.016176175976885546,0.6073210644918984,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2008,4,True,True,True,3.0,36240.0,3.6769722814498933,1.5503355704697988,fixedpre_protocol_max,160730.1999999999,0.22547100669320405,130142.0,False,-2.5911147902869756,0,0.18213751989358576,0.46383318131875684,-0.2383621746255528,0.07568583875338927,0.2904805693018489,0.15168320223204199,-0.11918108731277641,0.5138963408090996,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2009,4,True,True,True,2.0,130142.0,3.0856236786469347,1.4166666666666667,fixedpre_protocol_max,160730.1999999999,0.8096922669168587,22290.0,False,0.8287255459421248,1,0.22547100669320405,0.18213751989358576,0.627554747023273,0.34585908559810186,0.4057669311678828,0.35047996435530415,0.3137773735116363,0.0,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2010,4,True,True,True,4.0,22290.0,2.0856236786469347,1.5322793148880105,fixedpre_protocol_max,160730.1999999999,0.13867960097106838,109127.0,False,-3.8957828622700763,0,0.8096922669168587,0.22547100669320405,-0.08679140572213567,-0.04345791892251738,0.3912809581937104,0.3649441114436145,-0.04339570286106772,0.8287255459421248,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2011,4,True,True,True,3.0,109127.0,1.0297482837528604,1.0297482837528604,fixedpre_protocol_max,160730.1999999999,0.6789452137806092,,False,,0,0.13867960097106838,0.8096922669168587,-0.13074705313624946,0.45347420708740516,0.5424390272228454,0.35572454749613003,-0.06537352656812487,0.16147746307879077,False,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2012,2,True,False,False,3.0,,1.3250296559905101,1.3250296559905101,fixedpre_protocol_max,160730.1999999999,,40122.0,False,,0,0.6789452137806092,0.13867960097106838,,,,,,,False,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2013,3,True,False,True,3.0,40122.0,2.9302325581395348,1.3284671532846715,fixedpre_protocol_max,160730.1999999999,0.2496232817479231,105880.0,True,-1.6389511988435272,0,,0.6789452137806092,-0.42932193203268615,0.11094368077685471,,,,,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2014,4,True,True,True,2.0,105880.0,2.9862579281183934,2.9862579281183934,fixedpre_protocol_max,160730.1999999999,0.6587436586279372,55141.0,True,0.4792123158292407,1,0.2496232817479231,,,-0.02020155515267208,,,,,True,True,True
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2015,4,True,True,True,3.0,55141.0,2.45021186440678,2.45021186440678,fixedpre_protocol_max,160730.1999999999,0.34306558443901664,140886.0,False,-1.5550135108177219,0,0.6587436586279372,0.2496232817479231,0.09344230269109355,,0.41714417493829226,0.21438423186508077,0.04672115134554682,0.4792123158292407,True,True,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2016,4,True,True,True,3.0,140886.0,2.7065677966101696,1.678343949044586,fixedpre_protocol_max,160730.1999999999,0.8765372033382656,115957.0,False,0.17694447993413115,0,0.34306558443901664,0.6587436586279372,0.2177935447103284,0.6269139215903425,0.6261154821350731,0.2682283364387205,0.10889677235516405,0.0,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2017,4,True,True,True,3.0,115957.0,4.006349206349206,1.7308510638297872,fixedpre_protocol_max,160730.1999999999,0.7214387837506584,60108.0,False,0.4816354338246074,1,0.8765372033382656,0.34306558443901664,0.37837319931164176,0.06269512512272124,0.6470138571759801,0.2744126351217834,0.18918659965582085,0.17694447993413115,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2018,3,True,True,True,3.0,60108.0,4.993657505285412,1.8175355450236967,fixedpre_protocol_max,160730.1999999999,0.3739683021610129,54139.0,True,0.099304585080189,0,0.7214387837506584,0.8765372033382656,-0.5025689011772527,0.030902717721996265,0.6573147630833123,0.25734761049509947,-0.25128445058862636,0.5733571824027939,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2019,4,True,True,True,2.0,54139.0,2.565677966101695,2.214814814814815,fixedpre_protocol_max,160730.1999999999,0.33683153508177077,67870.0,True,-0.25362492842498013,0,0.3739683021610129,0.7214387837506584,-0.3846072486688876,-0.5397056682564948,0.4774128736644807,0.21214680874883526,-0.1923036243344438,0.533111411988927,True,True,True
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2020,4,True,True,True,3.0,67870.0,3.431289640591966,2.507399577167019,fixedpre_protocol_max,160730.1999999999,0.4222604090581611,121089.0,False,-0.7841314277294829,0,0.33683153508177077,0.3739683021610129,0.04829210689714819,-0.2991783746924973,0.37768674876698155,0.0428356540873317,0.024146053448574078,0.0,True,True,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2021,4,True,True,True,3.0,121089.0,2.208245243128964,1.1891891891891893,fixedpre_protocol_max,160730.1999999999,0.7533680664865724,22322.0,True,0.815656252838821,1,0.4222604090581611,0.33683153508177077,0.4165365314048016,0.3793997643255595,0.5041533368755015,0.22001252059498308,0.20826826570240073,0.0,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2022,4,True,True,True,3.0,22322.0,4.20507399577167,2.4825396825396826,fixedpre_protocol_max,160730.1999999999,0.13887869236770697,67372.0,False,-2.0181883343786398,0,0.7533680664865724,0.4222604090581611,-0.2833817166904541,-0.1979528427140638,0.4381690559708135,0.30755342870986213,-0.141690858345227,0.815656252838821,True,True,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2023,4,True,True,True,2.0,67372.0,2.92478813559322,1.2162162162162162,fixedpre_protocol_max,160730.1999999999,0.419162049197973,43379.0,False,0.356127174493855,1,0.13887869236770697,0.7533680664865724,-0.3342060172885994,-0.0030983598601880824,0.4371362693507508,0.3076387527097717,-0.16710300864429978,0.44361585280248417,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2024,4,True,True,True,3.0,43379.0,2.412262156448203,1.4825253664036078,fixedpre_protocol_max,160730.1999999999,0.2698870529620446,71104.0,False,-0.6391341432490375,0,0.419162049197973,0.13887869236770697,0.13100836059433765,-0.48348101352452777,0.27597593150924155,0.1402408494714802,0.06550418029716884,0.35612717449385506,True,False,False
westcoast_0001,Washington outer coast,48.34552737936016,-124.73275960794618,2025,4,True,True,True,2.0,71104.0,4.24630021141649,1.1120186697782963,fixedpre_protocol_max,160730.1999999999,0.44238108333094867,,False,,0,0.2698870529620446,0.419162049197973,0.023219034132975658,0.3035023909632417,0.3771433951636554,0.09360941776001379,0.01160951706648772,0.0,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1984,3,True,True,True,3.0,273851.0,2.919429097605893,1.0072815533980584,fixedpre_protocol_max,377780.0,0.7248954417915189,528242.0,False,-0.928939459779223,0,,,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1985,3,True,False,True,3.0,528242.0,3.10451197053407,1.0,fixedpre_protocol_max,377780.0,1.3982794218857537,204503.0,False,0.6128611507604469,1,0.7248954417915189,,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1986,3,True,True,True,3.0,204503.0,2.9202764976958524,1.0,fixedpre_protocol_max,377780.0,0.5413282863041982,232152.0,False,-0.13520095059730175,0,1.3982794218857537,0.7248954417915189,-0.18356715548732072,,0.8881677166604902,0.45120360038379137,-0.09178357774366026,0.612861150760447,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1987,3,True,True,True,3.0,232152.0,1.9953959484346224,1.0,fixedpre_protocol_max,377780.0,0.6145163851977341,,False,,0,0.5413282863041982,1.3982794218857537,-0.7837630366880196,-0.11037905659378477,0.8513746977958953,0.47504495300841326,-0.3918815183440096,0.5605196103301139,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1988,1,True,False,False,3.0,,1.3300541072306935,1.3300541072306935,fixedpre_protocol_max,377780.0,,,False,,0,0.6145163851977341,0.5413282863041982,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1989,2,False,True,False,4.0,,1.0,1.0,fixedpre_protocol_max,377780.0,,267732.0,False,,0,,0.6145163851977341,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1990,4,True,True,True,2.0,267732.0,1.0,1.0,fixedpre_protocol_max,377780.0,0.7086981841283286,260138.0,False,0.02836418508060299,0,,,,0.09418179893059453,,,,,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1991,3,True,True,True,3.0,260138.0,4.133517495395949,1.0,fixedpre_protocol_max,377780.0,0.6885965376674255,,False,,0,0.7086981841283286,,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1992,2,True,True,False,2.0,,4.1708889912482725,1.6987563334868725,fixedpre_protocol_max,377780.0,,136088.0,False,,0,0.6885965376674255,0.7086981841283286,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1993,3,True,True,True,2.0,136088.0,1.0966850828729282,1.0966850828729282,fixedpre_protocol_max,377780.0,0.36023082217163427,255006.0,False,-0.8738316383516548,0,,0.6885965376674255,-0.3283657154957912,-0.34846736195669437,,,,,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1994,3,True,True,True,3.0,255006.0,1.3999073215940685,1.0,fixedpre_protocol_max,377780.0,0.6750119116946371,327626.0,False,-0.28477761307577076,0,0.36023082217163427,,,-0.013584625972788311,,,,,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1995,4,True,True,True,3.0,327626.0,3.012891344383057,1.0,fixedpre_protocol_max,377780.0,0.8672401927047488,,False,,0,0.6750119116946371,0.36023082217163427,0.5070093705331146,,0.6341609755236735,0.25596137343675385,0.2535046852665572,0.0,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1996,2,False,True,False,2.0,,1.826204656199242,1.0,fixedpre_protocol_max,377780.0,,,False,,0,0.8672401927047488,0.6750119116946371,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1997,2,True,True,False,3.0,,1.514746543778802,1.0,fixedpre_protocol_max,377780.0,,253265.0,False,,0,,0.8672401927047488,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1998,3,True,True,True,3.0,253265.0,1.9749419953596288,1.0,fixedpre_protocol_max,377780.0,0.6704034093917095,277552.0,True,-0.09589560341934338,0,,,,-0.19683678331303933,,,,,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,1999,3,True,True,True,3.0,277552.0,3.389119409866298,2.059177068885807,fixedpre_protocol_max,377780.0,0.7346921488697126,274837.0,False,0.00978195076958552,0,0.6704034093917095,,,,,,,,True,True,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2000,3,True,True,True,3.0,274837.0,1.9378453038674033,1.9378453038674033,fixedpre_protocol_max,377780.0,0.727505426438668,323848.0,False,-0.1783275177650753,0,0.7346921488697126,0.6704034093917095,0.0571020170469585,,0.7108669949000301,0.03522624815343088,0.02855100852347922,0.009781950769585579,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2001,4,True,True,True,3.0,323848.0,2.853130755064457,1.315217391304348,fixedpre_protocol_max,377780.0,0.8572396632960982,196562.0,False,0.3930424149601047,1,0.727505426438668,0.7346921488697126,0.12254751442638567,0.18683625390438874,0.773145746201493,0.07291606417011942,0.06127375721319288,0.0,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2002,4,True,True,True,3.0,196562.0,7.01841620626151,1.816458622283865,fixedpre_protocol_max,377780.0,0.5203081158346128,179766.0,False,0.08544886600665438,0,0.8572396632960982,0.727505426438668,-0.20719731060405522,-0.21438403303509979,0.7016844018564597,0.16994340499576344,-0.10359865530202748,0.39304241496010467,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2003,4,True,True,True,3.0,179766.0,5.261510128913444,1.6501403180542562,fixedpre_protocol_max,377780.0,0.4758483773624861,240943.0,False,-0.3403146312428379,0,0.5203081158346128,0.8572396632960982,-0.38139128593361216,-0.2516570490761819,0.6177987188310657,0.208550093505092,-0.19069564296680624,0.4449062523159013,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2004,4,True,True,True,3.0,240943.0,5.255064456721915,1.229899497487437,fixedpre_protocol_max,377780.0,0.6377865424321033,177782.0,True,0.262140838289554,0,0.4758483773624861,0.5203081158346128,0.11747842659749053,-0.21945312086399493,0.5446476785430675,0.08366781377063597,0.05873921329874518,0.0,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2005,4,True,True,True,3.0,177782.0,5.55463347164592,2.4377880184331797,fixedpre_protocol_max,377780.0,0.4705966435491556,340927.0,False,-0.9176688303652788,0,0.6377865424321033,0.4758483773624861,-0.005251733813330495,-0.04971147228545719,0.5280771877812483,0.0950473674040576,-0.0026258669066652114,0.2621408382895539,True,True,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2006,4,True,True,True,2.0,340927.0,2.7214548802946594,1.559179869524697,fixedpre_protocol_max,377780.0,0.9024485150087352,226818.0,False,0.33470215031370354,1,0.4705966435491556,0.6377865424321033,0.26466197257663193,0.42660013764624916,0.6702772336633315,0.2177515636758956,0.13233098628831594,0.0,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2007,4,True,True,True,3.0,226818.0,4.434762563393269,1.2328261871830337,fixedpre_protocol_max,377780.0,0.600397056487903,240517.0,False,-0.060396441199552064,0,0.9024485150087352,0.4705966435491556,0.1298004129387474,-0.03738948594420033,0.6578140716819313,0.2215774017045259,0.0649002064693738,0.33470215031370354,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2008,4,True,True,True,3.0,240517.0,4.334254143646409,1.347235693501455,fixedpre_protocol_max,377780.0,0.6366589020064588,295466.0,True,-0.22846202139557703,0,0.600397056487903,0.9024485150087352,-0.26578961300227644,0.1660622584573032,0.7131681578343657,0.164921255662045,-0.1328948065011383,0.29452052785493665,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2009,4,True,True,True,2.0,295466.0,3.9244935543278086,2.1626278944534194,fixedpre_protocol_max,377780.0,0.782111281698343,117732.0,False,0.6015379096071968,1,0.6366589020064588,0.600397056487903,0.18171422521044,-0.12033723331039226,0.6730557467309017,0.09616944754119715,0.09085711260521998,0.0,True,True,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2010,4,True,True,True,3.0,117732.0,2.7367688022284122,1.2563472563472564,fixedpre_protocol_max,377780.0,0.31164169622531634,400445.0,False,-2.4013267420922095,0,0.782111281698343,0.6366589020064588,-0.32501720578114246,-0.28875536026258664,0.5768039599767062,0.24087832670838044,-0.1625086028905712,0.6015379096071968,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2011,4,True,True,True,3.0,400445.0,1.1655076495132128,1.1655076495132128,fixedpre_protocol_max,377780.0,1.0599952353221451,,False,,0,0.31164169622531634,0.782111281698343,0.27788395362380214,0.4233363333156863,0.7179160710819349,0.3782843159176058,0.13894197681190085,0.0,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2012,2,True,False,False,3.0,,1.5614849187935034,1.5614849187935034,fixedpre_protocol_max,377780.0,,164987.0,False,,0,1.0599952353221451,0.31164169622531634,,,,,,,False,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2013,4,True,True,True,3.0,164987.0,4.392265193370166,1.007549068948163,fixedpre_protocol_max,377780.0,0.43672772513102864,325428.0,True,-0.9724463139520083,0,,1.0599952353221451,-0.6232675101911165,0.1250860289057123,,,,,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2014,4,True,True,True,2.0,325428.0,2.5359116022099446,2.5359116022099446,fixedpre_protocol_max,377780.0,0.8614219916353433,241991.0,True,0.2563915827771427,0,0.43672772513102864,,,-0.19857324368680185,,,,,True,True,True
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2015,4,True,True,True,3.0,241991.0,3.1422651933701657,2.9185082872928176,fixedpre_protocol_max,377780.0,0.640560643760919,255525.0,True,-0.055927699790488075,0,0.8614219916353433,0.43672772513102864,0.2038329186298904,,0.6462367868424304,0.2124040229153412,0.10191645931494527,0.2563915827771427,True,True,True
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2016,4,True,True,True,3.0,255525.0,2.8623388581952116,2.7302025782688766,fixedpre_protocol_max,377780.0,0.6763857271427816,251197.0,False,0.016937677330985227,0,0.640560643760919,0.8614219916353433,-0.18503626449256172,0.2396580020117529,0.7261227875130146,0.11853381427647974,-0.0925181322462808,0.21480327445702266,True,True,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2017,4,True,True,True,3.0,251197.0,5.697974217311234,1.4928604329801936,fixedpre_protocol_max,377780.0,0.6649293239451533,273776.0,True,-0.08988562761497948,0,0.6763857271427816,0.640560643760919,0.024368680184234215,-0.19649266769019003,0.6606252316162847,0.018296258030288465,0.01218434009211716,0.01693767733098531,True,False,False
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2018,3,True,True,True,3.0,273776.0,5.31767955801105,3.2739472466450716,fixedpre_protocol_max,377780.0,0.7246969135475674,314940.0,True,-0.15035649582140143,0,0.6649293239451533,0.6763857271427816,0.04831118640478582,0.08413626978664834,0.6886706548785009,0.03172114088150844,0.02415559320239291,0.0,True,True,True
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2019,4,True,True,True,3.0,314940.0,4.070902394106814,2.8802946593001844,fixedpre_protocol_max,377780.0,0.8336598020011647,243216.0,True,0.2277386168794056,0,0.7246969135475674,0.6649293239451533,0.1687304780560115,0.15727407485838318,0.7410953464979618,0.08555217711241453,0.0843652390280057,0.0,True,True,True
westcoast_0002,Washington outer coast,48.34552737936016,-124.62911792983404,2020,4,True,True,True,3.0,243216.0,3.2417127071823204,2.516114180478821,fixedpre_protocol_max,377780.0,0.6438032717454604,350453.0,False,-0.44091260443391883,0,0.8336598020011647,0.7246969135475674,-0.08089364180210701,-0.02112605219969288,0.7340533290980642,0.09527346117439497,-0.040446820901053414,0.22773861687940558,True,True,False
