domain,year,model_family,feature_set,train_start,train_end,n_train,events_train,n_test,events_test,chosen
full_oisst_domain,2014,elastic_net,current_plus_trajectory,1989,2013,6876,2823,293,116,"{""C"": 0.05, ""l1_ratio"": 1.0}"
full_oisst_domain,2014,elastic_net,trajectory_plus_oisst,1989,2013,6876,2823,293,116,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2014,hierarchical_additive,current_only,1989,2013,6876,2823,293,116,"{""C"": 0.2}"
full_oisst_domain,2014,hierarchical_additive,current_plus_trajectory,1989,2013,6876,2823,293,116,"{""C"": 0.05}"
full_oisst_domain,2014,hierarchical_additive,trajectory_plus_oisst,1989,2013,6876,2823,293,116,"{""C"": 0.05}"
full_oisst_domain,2014,lambdamart_ranker,current_only,1989,2013,6876,2823,293,116,"{""calibration_end"": 2013, ""calibration_rows"": 905, ""calibration_start"": 2011, ""platt_intercept"": -1.2181811430683622, ""platt_slope"": 1.790157368119141}"
full_oisst_domain,2014,lambdamart_ranker,current_plus_trajectory,1989,2013,6876,2823,293,116,"{""calibration_end"": 2013, ""calibration_rows"": 905, ""calibration_start"": 2011, ""platt_intercept"": -1.1226155600448822, ""platt_slope"": 1.6069994654780222}"
full_oisst_domain,2014,lambdamart_ranker,trajectory_plus_oisst,1989,2013,6876,2823,293,116,"{""calibration_end"": 2013, ""calibration_rows"": 905, ""calibration_start"": 2011, ""platt_intercept"": -1.1777208588040176, ""platt_slope"": 1.7126125355371098}"
full_oisst_domain,2015,elastic_net,current_only,1989,2014,7169,2939,253,123,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2015,elastic_net,current_plus_trajectory,1989,2014,7169,2939,253,123,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2015,elastic_net,trajectory_plus_oisst,1989,2014,7169,2939,253,123,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2015,hierarchical_additive,current_only,1989,2014,7169,2939,253,123,"{""C"": 0.2}"
full_oisst_domain,2015,hierarchical_additive,current_plus_trajectory,1989,2014,7169,2939,253,123,"{""C"": 0.2}"
full_oisst_domain,2015,hierarchical_additive,trajectory_plus_oisst,1989,2014,7169,2939,253,123,"{""C"": 0.05}"
full_oisst_domain,2015,lambdamart_ranker,current_only,1989,2014,7169,2939,253,123,"{""calibration_end"": 2014, ""calibration_rows"": 918, ""calibration_start"": 2012, ""platt_intercept"": -1.1544857618345634, ""platt_slope"": 1.6816483901532429}"
full_oisst_domain,2015,lambdamart_ranker,current_plus_trajectory,1989,2014,7169,2939,253,123,"{""calibration_end"": 2014, ""calibration_rows"": 918, ""calibration_start"": 2012, ""platt_intercept"": -1.1245995285738393, ""platt_slope"": 1.624104147187717}"
full_oisst_domain,2015,lambdamart_ranker,trajectory_plus_oisst,1989,2014,7169,2939,253,123,"{""calibration_end"": 2014, ""calibration_rows"": 918, ""calibration_start"": 2012, ""platt_intercept"": -1.1881140342195253, ""platt_slope"": 1.7458741690905129}"
full_oisst_domain,2016,elastic_net,current_only,1989,2015,7422,3062,232,80,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2016,elastic_net,current_plus_trajectory,1989,2015,7422,3062,232,80,"{""C"": 1.0, ""l1_ratio"": 0.0}"
full_oisst_domain,2016,elastic_net,trajectory_plus_oisst,1989,2015,7422,3062,232,80,"{""C"": 1.0, ""l1_ratio"": 0.0}"
full_oisst_domain,2016,hierarchical_additive,current_only,1989,2015,7422,3062,232,80,"{""C"": 0.2}"
full_oisst_domain,2016,hierarchical_additive,current_plus_trajectory,1989,2015,7422,3062,232,80,"{""C"": 1.0}"
full_oisst_domain,2016,hierarchical_additive,trajectory_plus_oisst,1989,2015,7422,3062,232,80,"{""C"": 1.0}"
full_oisst_domain,2016,lambdamart_ranker,current_only,1989,2015,7422,3062,232,80,"{""calibration_end"": 2015, ""calibration_rows"": 881, ""calibration_start"": 2013, ""platt_intercept"": -0.8052104174345194, ""platt_slope"": 1.7152674844649762}"
full_oisst_domain,2016,lambdamart_ranker,current_plus_trajectory,1989,2015,7422,3062,232,80,"{""calibration_end"": 2015, ""calibration_rows"": 881, ""calibration_start"": 2013, ""platt_intercept"": -0.7573322049658467, ""platt_slope"": 1.6190954306775953}"
full_oisst_domain,2016,lambdamart_ranker,trajectory_plus_oisst,1989,2015,7422,3062,232,80,"{""calibration_end"": 2015, ""calibration_rows"": 881, ""calibration_start"": 2013, ""platt_intercept"": -0.7691280639464572, ""platt_slope"": 1.642765521336536}"
full_oisst_domain,2017,elastic_net,current_only,1989,2016,7654,3142,251,49,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2017,elastic_net,current_plus_trajectory,1989,2016,7654,3142,251,49,"{""C"": 1.0, ""l1_ratio"": 0.0}"
full_oisst_domain,2017,elastic_net,trajectory_plus_oisst,1989,2016,7654,3142,251,49,"{""C"": 0.05, ""l1_ratio"": 1.0}"
full_oisst_domain,2017,hierarchical_additive,current_only,1989,2016,7654,3142,251,49,"{""C"": 0.2}"
full_oisst_domain,2017,hierarchical_additive,current_plus_trajectory,1989,2016,7654,3142,251,49,"{""C"": 1.0}"
full_oisst_domain,2017,hierarchical_additive,trajectory_plus_oisst,1989,2016,7654,3142,251,49,"{""C"": 1.0}"
full_oisst_domain,2017,lambdamart_ranker,current_only,1989,2016,7654,3142,251,49,"{""calibration_end"": 2016, ""calibration_rows"": 778, ""calibration_start"": 2014, ""platt_intercept"": -1.3950750566934285, ""platt_slope"": 1.996484724829315}"
full_oisst_domain,2017,lambdamart_ranker,current_plus_trajectory,1989,2016,7654,3142,251,49,"{""calibration_end"": 2016, ""calibration_rows"": 778, ""calibration_start"": 2014, ""platt_intercept"": -1.3819639540958655, ""platt_slope"": 1.9713641753207511}"
full_oisst_domain,2017,lambdamart_ranker,trajectory_plus_oisst,1989,2016,7654,3142,251,49,"{""calibration_end"": 2016, ""calibration_rows"": 778, ""calibration_start"": 2014, ""platt_intercept"": -1.2767554585142775, ""platt_slope"": 1.7725105021039371}"
full_oisst_domain,2018,elastic_net,current_only,1989,2017,7905,3191,277,208,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2018,elastic_net,current_plus_trajectory,1989,2017,7905,3191,277,208,"{""C"": 0.2, ""l1_ratio"": 0.0}"
full_oisst_domain,2018,elastic_net,trajectory_plus_oisst,1989,2017,7905,3191,277,208,"{""C"": 0.2, ""l1_ratio"": 1.0}"
full_oisst_domain,2018,hierarchical_additive,current_only,1989,2017,7905,3191,277,208,"{""C"": 1.0}"
full_oisst_domain,2018,hierarchical_additive,current_plus_trajectory,1989,2017,7905,3191,277,208,"{""C"": 0.2}"
full_oisst_domain,2018,hierarchical_additive,trajectory_plus_oisst,1989,2017,7905,3191,277,208,"{""C"": 1.0}"
full_oisst_domain,2018,lambdamart_ranker,current_only,1989,2017,7905,3191,277,208,"{""calibration_end"": 2017, ""calibration_rows"": 736, ""calibration_start"": 2015, ""platt_intercept"": -1.4009664452609594, ""platt_slope"": 1.437261430087217}"
full_oisst_domain,2018,lambdamart_ranker,current_plus_trajectory,1989,2017,7905,3191,277,208,"{""calibration_end"": 2017, ""calibration_rows"": 736, ""calibration_start"": 2015, ""platt_intercept"": -1.5065003581481176, ""platt_slope"": 1.6319536042452674}"
full_oisst_domain,2018,lambdamart_ranker,trajectory_plus_oisst,1989,2017,7905,3191,277,208,"{""calibration_end"": 2017, ""calibration_rows"": 736, ""calibration_start"": 2015, ""platt_intercept"": -1.7071502804737897, ""platt_slope"": 1.9976652205898857}"
full_oisst_domain,2019,elastic_net,current_only,1989,2018,8182,3399,199,63,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2019,elastic_net,current_plus_trajectory,1989,2018,8182,3399,199,63,"{""C"": 0.2, ""l1_ratio"": 0.5}"
full_oisst_domain,2019,elastic_net,trajectory_plus_oisst,1989,2018,8182,3399,199,63,"{""C"": 0.05, ""l1_ratio"": 1.0}"
full_oisst_domain,2019,hierarchical_additive,current_only,1989,2018,8182,3399,199,63,"{""C"": 0.2}"
full_oisst_domain,2019,hierarchical_additive,current_plus_trajectory,1989,2018,8182,3399,199,63,"{""C"": 0.05}"
full_oisst_domain,2019,hierarchical_additive,trajectory_plus_oisst,1989,2018,8182,3399,199,63,"{""C"": 1.0}"
full_oisst_domain,2019,lambdamart_ranker,current_only,1989,2018,8182,3399,199,63,"{""calibration_end"": 2018, ""calibration_rows"": 760, ""calibration_start"": 2016, ""platt_intercept"": -0.7040577894553792, ""platt_slope"": 0.941734795439095}"
full_oisst_domain,2019,lambdamart_ranker,current_plus_trajectory,1989,2018,8182,3399,199,63,"{""calibration_end"": 2018, ""calibration_rows"": 760, ""calibration_start"": 2016, ""platt_intercept"": -0.9643268476695916, ""platt_slope"": 1.44952173479429}"
full_oisst_domain,2019,lambdamart_ranker,trajectory_plus_oisst,1989,2018,8182,3399,199,63,"{""calibration_end"": 2018, ""calibration_rows"": 760, ""calibration_start"": 2016, ""platt_intercept"": -0.7200842159682477, ""platt_slope"": 0.973112167105478}"
full_oisst_domain,2020,elastic_net,current_only,1989,2019,8381,3462,239,90,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2020,elastic_net,current_plus_trajectory,1989,2019,8381,3462,239,90,"{""C"": 0.2, ""l1_ratio"": 1.0}"
full_oisst_domain,2020,elastic_net,trajectory_plus_oisst,1989,2019,8381,3462,239,90,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2020,hierarchical_additive,current_only,1989,2019,8381,3462,239,90,"{""C"": 1.0}"
full_oisst_domain,2020,hierarchical_additive,current_plus_trajectory,1989,2019,8381,3462,239,90,"{""C"": 0.05}"
full_oisst_domain,2020,hierarchical_additive,trajectory_plus_oisst,1989,2019,8381,3462,239,90,"{""C"": 0.05}"
full_oisst_domain,2020,lambdamart_ranker,current_only,1989,2019,8381,3462,239,90,"{""calibration_end"": 2019, ""calibration_rows"": 727, ""calibration_start"": 2017, ""platt_intercept"": -0.7827264961085343, ""platt_slope"": 1.0691004598622609}"
full_oisst_domain,2020,lambdamart_ranker,current_plus_trajectory,1989,2019,8381,3462,239,90,"{""calibration_end"": 2019, ""calibration_rows"": 727, ""calibration_start"": 2017, ""platt_intercept"": -1.0661684104508946, ""platt_slope"": 1.6188435583193945}"
full_oisst_domain,2020,lambdamart_ranker,trajectory_plus_oisst,1989,2019,8381,3462,239,90,"{""calibration_end"": 2019, ""calibration_rows"": 727, ""calibration_start"": 2017, ""platt_intercept"": -0.9009912940782806, ""platt_slope"": 1.299563413693402}"
full_oisst_domain,2021,elastic_net,current_only,1989,2020,8620,3552,229,83,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2021,elastic_net,current_plus_trajectory,1989,2020,8620,3552,229,83,"{""C"": 0.05, ""l1_ratio"": 0.5}"
full_oisst_domain,2021,elastic_net,trajectory_plus_oisst,1989,2020,8620,3552,229,83,"{""C"": 0.05, ""l1_ratio"": 0.5}"
full_oisst_domain,2021,hierarchical_additive,current_only,1989,2020,8620,3552,229,83,"{""C"": 1.0}"
full_oisst_domain,2021,hierarchical_additive,current_plus_trajectory,1989,2020,8620,3552,229,83,"{""C"": 0.05}"
full_oisst_domain,2021,hierarchical_additive,trajectory_plus_oisst,1989,2020,8620,3552,229,83,"{""C"": 0.05}"
full_oisst_domain,2021,lambdamart_ranker,current_only,1989,2020,8620,3552,229,83,"{""calibration_end"": 2020, ""calibration_rows"": 715, ""calibration_start"": 2018, ""platt_intercept"": -0.5303738106188037, ""platt_slope"": 1.096299895428144}"
full_oisst_domain,2021,lambdamart_ranker,current_plus_trajectory,1989,2020,8620,3552,229,83,"{""calibration_end"": 2020, ""calibration_rows"": 715, ""calibration_start"": 2018, ""platt_intercept"": -0.7988674740780046, ""platt_slope"": 1.6323002087962044}"
full_oisst_domain,2021,lambdamart_ranker,trajectory_plus_oisst,1989,2020,8620,3552,229,83,"{""calibration_end"": 2020, ""calibration_rows"": 715, ""calibration_start"": 2018, ""platt_intercept"": -0.5860786730977435, ""platt_slope"": 1.207449679019775}"
full_oisst_domain,2022,elastic_net,current_only,1989,2021,8849,3635,225,150,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2022,elastic_net,current_plus_trajectory,1989,2021,8849,3635,225,150,"{""C"": 0.2, ""l1_ratio"": 1.0}"
full_oisst_domain,2022,elastic_net,trajectory_plus_oisst,1989,2021,8849,3635,225,150,"{""C"": 0.05, ""l1_ratio"": 0.0}"
full_oisst_domain,2022,hierarchical_additive,current_only,1989,2021,8849,3635,225,150,"{""C"": 1.0}"
full_oisst_domain,2022,hierarchical_additive,current_plus_trajectory,1989,2021,8849,3635,225,150,"{""C"": 0.05}"
full_oisst_domain,2022,hierarchical_additive,trajectory_plus_oisst,1989,2021,8849,3635,225,150,"{""C"": 0.05}"
full_oisst_domain,2022,lambdamart_ranker,current_only,1989,2021,8849,3635,225,150,"{""calibration_end"": 2021, ""calibration_rows"": 667, ""calibration_start"": 2019, ""platt_intercept"": -1.2248252289897679, ""platt_slope"": 1.2049361029309547}"
full_oisst_domain,2022,lambdamart_ranker,current_plus_trajectory,1989,2021,8849,3635,225,150,"{""calibration_end"": 2021, ""calibration_rows"": 667, ""calibration_start"": 2019, ""platt_intercept"": -1.6096240847464347, ""platt_slope"": 1.917735853234739}"
full_oisst_domain,2022,lambdamart_ranker,trajectory_plus_oisst,1989,2021,8849,3635,225,150,"{""calibration_end"": 2021, ""calibration_rows"": 667, ""calibration_start"": 2019, ""platt_intercept"": -1.67963945611255, ""platt_slope"": 2.0452701104839934}"
