site_id,context,year,latitude,longitude,kelp_target,purple_urchin_median,purple_threshold_fraction,active_grazing_proxy,depth_m,depth_mapped_fallback,rock_probability,mean_vrm,paper_temperature,paper_nitrate,paper_wave,paper_orbital,paper_npp,paper_spores,n_unique_transects,field_kelp_current_log1p,purple_urchin_log1p,log_vrm,field_prior_kelp_mean_log1p,field_prior_kelp_cv
ABALONE_COVE_KELP_W VRG,giant_southeast,2020,33.73922,-118.3879,174.2,0.0,0.0,0.19794000983615903,10.0,0,0.516933226,4.93e-05,3.1354942159291497,0.005321063,0.385540566180698,,7.648574810143029,6.544823389119393,5,5.165928178502291,0.0,4.929878479493957e-05,5.029702356813481,0.6380276863700437
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2000,34.01006,-119.3878,0.0,30.0,0.3333333333333333,0.7169,14.93636364,0,0.510427351,4.62e-05,0.0,0.010389081,,,,,3,0.0,3.4339872044851463,4.619893281286923e-05,,
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2001,34.01006,-119.3878,0.0,51.0,0.0,0.7169,16.2627907,0,0.510427351,4.62e-05,0.0,0.048863053,,,,,1,0.0,3.9512437185814275,4.619893281286923e-05,0.0,
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2002,34.01006,-119.3878,0.0,1045.0,0.75,0.7169,10.5,0,0.510427351,4.62e-05,0.0,0.150999331,,,,,4,0.0,6.952728644624869,4.619893281286923e-05,0.0,
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2003,34.01006,-119.3878,0.0,199.0,0.5,0.7169,16.064816605,0,0.510427351,4.62e-05,0.0,0.014618029,,,7.845456742106995,,4,0.0,5.298317366548036,4.619893281286923e-05,0.0,
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2004,34.01006,-119.3878,0.0,3.0,0.0,0.7169,15.76309524,0,0.510427351,4.62e-05,1.791759469228055,-0.008194611,0.4644374524106874,,7.4610969767690545,5.807214756164875,4,0.0,1.3862943611198906,4.619893281286923e-05,0.0,
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2005,34.01006,-119.3878,3.25,791.5,1.0,0.5826161310661597,10.5,0,0.510427351,4.62e-05,0.0,0.147551984,0.45900419415010535,,7.702607614200742,5.663456942988978,4,1.4469189829363254,6.675192505751435,4.619893281286923e-05,0.0,
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2006,34.01006,-119.3878,0.0,553.5,1.0,0.7169,10.5,0,0.510427351,4.62e-05,1.791759469228055,0.011377987,0.48256091794036177,,7.769165342160684,5.971550702912432,4,0.0,6.318066806790422,4.619893281286923e-05,0.4328640822962788,2.4494897427831783
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2007,34.01006,-119.3878,40.75,423.5,1.0,0.10790891118246959,10.5,0,0.510427351,4.62e-05,0.0,0.585584851,0.48584710221754795,,7.642949153252039,5.921642923193444,4,3.7316994512968646,6.050912005751402,4.619893281286923e-05,0.38136755652910387,2.6457513110645903
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2008,34.01006,-119.3878,112.0,917.5,1.0,0.3925502993976694,10.5,0,0.510427351,4.62e-05,0.0,0.105851593,0.4951774144686204,,7.617006144865811,5.355464661937287,4,4.727387818712341,6.822741904655181,4.619893281286923e-05,1.8718021769015913,2.5979057954132583
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2009,34.01006,-119.3878,13.0,1472.5,1.0,0.5566039554281454,11.5,0,0.510427351,4.62e-05,0.0,0.050499061,0.4667517664163466,,7.4823830316905084,6.183007713650549,4,2.6390573296152584,7.295395802177749,4.619893281286923e-05,2.908720896564361,2.188425681148045
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2010,34.01006,-119.3878,115.75,411.5,1.0,0.2308943971022636,12.0,0,0.510427351,4.62e-05,0.0,0.320210939,0.49188939412694455,,7.816077058531609,6.144939925542001,4,4.760034896549007,6.022236205774735,4.619893281286923e-05,2.884800712846709,2.1177246681094672
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2011,34.01006,-119.3878,3.5,699.5,1.0,0.6035604263411622,10.5,0,0.510427351,4.62e-05,0.0,1.245501182,0.480086274364787,,7.617327878228761,6.14168241161671,4,1.5040773967762742,6.551794365777062,4.619893281286923e-05,3.2916192300601255,1.7452657957760802
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2012,34.01006,-119.3878,3.25,863.0,1.0,0.5993704701899052,9.1666666665,0,0.510427351,4.62e-05,0.0,0.05628594,0.4702900176076735,,7.408035731150278,5.9296598177541044,4,1.4469189829363254,6.761572768804055,4.619893281286923e-05,3.2197088111720924,1.8133486356470638
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2013,34.01006,-119.3878,273.0,53.5,0.0,0.0682008375917397,11.333333335,0,0.510427351,4.62e-05,0.0,0.005223235,0.4778391146215134,,7.393678891385363,5.486686282401194,4,5.6131281063880705,3.9982007016691985,4.619893281286923e-05,3.153721729688415,1.8775191184602373
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2014,34.01006,-119.3878,151.0,28.0,0.0,0.06992468129510085,12.555555555,0,0.510427351,4.62e-05,3.6888794541139363,-0.043030797,0.474766569665191,,7.272908462462278,6.342672172838115,4,5.0238805208462765,3.367295829986474,4.619893281286923e-05,3.7213812170184726,1.9403231304484507
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2015,34.01006,-119.3878,13.5,41.5,0.0,0.2884332454630685,11.81111111,0,0.510427351,4.62e-05,4.31748811353631,-0.057831263,0.46489052897440025,,6.92040709614688,5.677443153994336,4,2.6741486494265287,3.7495040759303713,4.619893281286923e-05,3.885679030088544,1.6902532555113028
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2016,34.01006,-119.3878,5.25,8.0,0.0,0.4933657857853394,10.958333334999999,0,0.510427351,4.62e-05,2.6390573296152584,-0.038009096,0.4818173676780969,,7.731950959901592,4.799614822067934,4,1.8325814637483102,2.1972245773362196,4.619893281286923e-05,3.840795496139778,1.7198152570061849
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2017,34.01006,-119.3878,127.5,1.0,0.0,0.0684659250322324,11.195454545,0,0.510427351,4.62e-05,1.6094379124341003,-0.039984084,0.4741944075297172,,7.703448926877329,4.709124372127962,4,4.855928904335275,0.6931471805599453,4.619893281286923e-05,3.788525141793201,1.7711543442562323
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2018,34.01006,-119.3878,516.0,5.0,0.0,0.0682000000000017,10.92857143,0,0.510427351,4.62e-05,3.2188758248682006,-0.052224269,0.46968952554533283,,7.510416609920602,5.581960938975159,4,6.248042874508429,1.791759469228055,4.619893281286923e-05,3.8892660183055296,1.6047749908973348
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2019,34.01006,-119.3878,190.5,9.0,0.0,0.06820015201889715,11.25,0,0.510427351,4.62e-05,0.0,-0.014546101,0.4195971974003709,,7.680389323840231,6.65948217516759,4,5.2548878086207,2.302585092994046,4.619893281286923e-05,4.297464409172818,1.8038004250997068
ANACAPA_MIDDLE_ISLE_CEN UCSB,giant_southeast,2020,34.01006,-119.3878,180.25,9.0,0.0,0.06820024838872474,12.194444445,0,0.510427351,4.62e-05,1.791759469228055,-0.006089311,0.37003764592642496,,7.580552157149272,5.1595473252762885,4,5.199877293734784,2.302585092994046,4.619893281286923e-05,4.374655786592651,1.6580974687359369
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2001,34.00783,-119.3945,0.0,200.0,0.5,0.7169,12.568158475,0,0.615711848,5.57e-05,0.0,0.048863053,,,,,2,0.0,5.303304908059076,5.569844881260049e-05,,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2002,34.00783,-119.3945,0.0,2150.0,1.0,0.7169,5.074390244,0,0.615711848,5.57e-05,0.0,0.150999331,,,,,4,0.0,7.67368812926773,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2003,34.00783,-119.3945,0.0,1975.0,1.0,0.7169,7.6998484845,0,0.615711848,5.57e-05,0.0,0.014618029,,,7.845456742106995,,4,0.0,7.588829878307813,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2004,34.00783,-119.3945,0.0,4375.0,1.0,0.7169,5.351863354000001,0,0.615711848,5.57e-05,1.791759469228055,-0.008194611,0.665947591340549,,7.4610969767690545,5.959495896347572,4,0.0,8.383890344101816,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2005,34.00783,-119.3945,0.0,1803.0,1.0,0.7169,6.0,0,0.615711848,5.57e-05,0.0,0.147551984,0.6744293860298596,,7.702607614200742,5.913100997952116,4,0.0,7.4977617006225685,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2006,34.00783,-119.3945,0.0,1323.0,1.0,0.7169,6.5,0,0.615711848,5.57e-05,1.791759469228055,0.011377987,0.699951199137822,,7.769165342160684,6.210540272023518,4,0.0,7.188412736496954,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2007,34.00783,-119.3945,0.0,2187.5,1.0,0.7169,6.5,0,0.615711848,5.57e-05,0.0,0.585584851,0.688593596715656,,7.642949153252039,6.165365988285565,4,0.0,7.69097165663095,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2008,34.00783,-119.3945,0.0,2345.0,1.0,0.7169,6.0,0,0.615711848,5.57e-05,0.0,0.105851593,0.7004166845721324,,7.617006144865811,5.646988649874995,4,0.0,7.76046702921342,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2009,34.00783,-119.3945,0.0,1163.5,1.0,0.7169,6.5,0,0.615711848,5.57e-05,0.0,0.050499061,0.6730984062920852,,7.4823830316905084,6.3923815163448765,4,0.0,7.060047089324396,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2010,34.00783,-119.3945,41.0,888.5,1.0,0.5547251270354977,7.0,0,0.615711848,5.57e-05,0.0,0.320210939,0.7157874020944756,,7.816077058531609,6.351462182899649,4,3.7376696182833684,6.7906595071058895,5.569844881260049e-05,0.0,
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2011,34.00783,-119.3945,0.0,1120.0,1.0,0.7169,7.0,0,0.615711848,5.57e-05,0.0,1.245501182,0.6742469404799246,,7.617327878228761,6.354541796394339,4,0.0,7.02197642307216,5.569844881260049e-05,1.62924053973028,3.1622776601683795
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2012,34.00783,-119.3945,1.0,730.5,1.0,0.6698197841742173,7.0,0,0.615711848,5.57e-05,0.0,0.05628594,0.6839129610878057,,7.408035731150278,6.131143476363734,4,0.6931471805599453,6.595097220460179,5.569844881260049e-05,1.5533484457830569,3.3166247903554
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2013,34.00783,-119.3945,392.75,145.5,0.5,0.06820032619538982,6.0,0,0.615711848,5.57e-05,0.0,0.005223235,0.6694735831971557,,7.393678891385363,5.723295446280736,4,5.975716190139843,4.987025428457122,5.569844881260049e-05,1.5040773967762742,3.3751245424695013
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2014,34.00783,-119.3945,451.25,65.0,0.0,0.06820000000000115,7.375,0,0.615711848,5.57e-05,3.6888794541139363,-0.043030797,0.6855405135848023,,7.272908462462278,6.588429590832039,4,6.114235124275405,4.189654742026425,5.569844881260049e-05,3.5392856834792843,3.245868805524024
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2015,34.00783,-119.3945,74.0,40.0,0.0,0.12339890531575415,6.4888888885,0,0.615711848,5.57e-05,4.31748811353631,-0.057831263,0.6580068501905345,,6.92040709614688,6.054105710337402,4,4.31748811353631,3.713572066704308,5.569844881260049e-05,4.163337433709052,2.4143199201060312
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2016,34.00783,-119.3945,1.5,26.0,0.0,0.6516847553487146,7.1666666665,0,0.615711848,5.57e-05,2.6390573296152584,-0.038009096,0.7266941065467026,,7.731950959901592,5.065448591298446,4,0.9162907318741551,3.295836866004329,5.569844881260049e-05,4.174387269895637,2.300937570483934
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2017,34.00783,-119.3945,539.75,35.0,0.0,0.06820000000788312,7.2737556560000005,0,0.615711848,5.57e-05,1.6094379124341003,-0.039984084,0.6837121376981139,,7.703448926877329,5.026441548482057,4,6.2929570648331685,3.58351893845611,5.569844881260049e-05,4.112409569619739,2.3816477917849377
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2018,34.00783,-119.3945,378.5,47.0,0.0,0.06820008274938466,6.7321428569999995,0,0.615711848,5.57e-05,3.2188758248682006,-0.052224269,0.6717424648952642,,7.510416609920602,5.9522447172643105,4,5.938854596835685,3.871201010907891,5.569844881260049e-05,4.492100290721469,2.048881882806207
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2019,34.00783,-119.3945,317.25,21.0,0.0,0.23661472430240957,6.155555555499999,0,0.615711848,5.57e-05,0.0,-0.014546101,0.5962261768250877,,7.680389323840231,7.154190268138731,4,5.762837237437516,3.091042453358316,5.569844881260049e-05,4.658052495000713,1.803951335917458
ANACAPA_MIDDLE_ISLE_W UCSB,giant_southeast,2020,34.00783,-119.3945,266.0,44.0,0.0,0.2792104263411623,6.0,0,0.615711848,5.57e-05,1.791759469228055,-0.006089311,0.5227533066862062,,7.580552157149272,5.40206365236263,4,5.58724865840025,3.8066624897703196,5.569844881260049e-05,4.759020068700734,1.6386382599089688
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2003,34.01698,-119.4329,0.5,432.0,1.0,0.6913467282259805,8.532,0,0.514028821,9.83e-05,0.0,0.014772147,,,7.7144739970545295,,4,0.4054651081081644,6.07073772800249,9.829516887159736e-05,,
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2004,34.01698,-119.4329,0.0,117.5,0.5,0.7169,9.6646825385,0,0.514028821,9.83e-05,1.791759469228055,-0.010099584,0.6885029281959438,,7.385326121388667,5.151057370419105,4,0.0,4.774912960575186,9.829516887159736e-05,0.4054651081081644,
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2005,34.01698,-119.4329,2.25,83.0,0.25,0.6132836128095501,8.0,0,0.514028821,9.83e-05,0.0,0.143131383,0.6982128040971305,,7.602364220648558,5.365018935204426,4,1.1786549963416462,4.430816798843313,9.829516887159736e-05,0.22314355131420976,1.4142135623730951
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2006,34.01698,-119.4329,0.0,246.5,0.75,0.7169,8.5,0,0.514028821,9.83e-05,1.791759469228055,0.011074414,0.727153743821717,,7.727233121268963,6.007347129489363,4,0.0,5.511410582008745,9.829516887159736e-05,0.6505875661411493,1.2888588071598024
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2007,34.01698,-119.4329,0.5,184.0,0.5,0.6913467282259805,8.5,0,0.514028821,9.83e-05,0.0,0.632116326,0.7153264392721368,,7.581657399146585,5.593797696521294,4,0.4054651081081644,5.220355825078324,9.829516887159736e-05,0.5232481437645479,1.5534552264213692
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2008,34.01698,-119.4329,22.75,201.5,0.5,0.39640817205272727,9.0,0,0.514028821,9.83e-05,0.0,0.130739575,0.7258789537948657,,7.531706267208277,5.261147400973776,4,3.1675825304806504,5.310739886546594,9.829516887159736e-05,0.5007752879124893,1.428782740077439
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2009,34.01698,-119.4329,33.75,337.5,0.75,0.2859880153406036,9.0,0,0.514028821,9.83e-05,0.0,0.066057237,0.699980134170551,,7.3701341157380105,5.247668293552685,4,3.548179572010801,5.82452409235233,9.829516887159736e-05,1.6739764335716716,2.0908719621560232
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2010,34.01698,-119.4329,97.5,407.0,0.75,0.17424170242751297,9.5,0,0.514028821,9.83e-05,0.0,0.335226513,0.7426980381858758,,7.72885975433316,5.110673958792866,4,4.590056548178043,6.0112671744041615,9.829516887159736e-05,2.255044148225046,1.6234705023294533
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2011,34.01698,-119.4329,0.0,1392.5,1.0,0.7169,9.0,0,0.514028821,9.83e-05,0.0,1.273819343,0.7005872981157398,,7.557617350189382,5.484917295541458,4,0.0,7.239573846922003,9.829516887159736e-05,3.0280179370519598,1.728178453626528
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2012,34.01698,-119.4329,0.0,717.0,1.0,0.7169,8.0,0,0.514028821,9.83e-05,0.0,0.05480342,0.7077313457290902,,7.321319275708609,4.89085011097961,4,0.0,6.576469569048224,9.829516887159736e-05,2.9162681021997443,1.856893109984727
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2014,34.01698,-119.4329,1.25,420.0,0.75,0.6564958129749897,9.5,0,0.514028821,9.83e-05,3.6109179126442243,-0.043061842,0.7095077697553691,,7.1806984497466955,5.040495279456575,4,0.8109302162163288,6.042632833682381,9.829516887159736e-05,2.816904606014292,1.976696062046607
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2015,34.01698,-119.4329,1.5,97.0,0.5,0.6470398574361054,9.0,0,0.514028821,9.83e-05,4.31748811353631,-0.058406764,0.6841659326242089,,6.8472051045256785,4.788685156214201,4,0.9162907318741551,4.584967478670572,9.829516887159736e-05,2.7349576540221343,2.0688093042199323
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2016,34.01698,-119.4329,87.5,35.0,0.0,0.07752860050550092,8.5,0,0.514028821,9.83e-05,2.4849066497880004,-0.041495382,0.7533579134420532,,7.695757790009038,3.8255841234410664,4,4.483002552013883,3.58351893845611,9.829516887159736e-05,2.662587827025453,2.1499240208562127
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2017,34.01698,-119.4329,461.5,108.5,0.25,0.06820234323225266,8.576923075,0,0.514028821,9.83e-05,1.3862943611198906,-0.043578735,0.7102856051550067,,7.588089279233222,5.411600145890663,4,6.1366465569524795,4.695924549256556,9.829516887159736e-05,2.9976535037318848,1.8015268798248394
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2018,34.01698,-119.4329,475.25,87.5,0.0,0.06820010701901938,9.875,0,0.514028821,9.83e-05,3.367295829986474,-0.055716687,0.6986546719482429,,7.415604932939439,5.895094397834452,4,6.165942926440911,4.483002552013883,9.829516887159736e-05,3.944351892543506,2.424001280865601
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2019,34.01698,-119.4329,525.5,97.5,0.25,0.06820000133377407,8.18125,0,0.514028821,9.83e-05,0.0,-0.01406443,0.6232710718123474,,7.604481965459976,6.8072651895199074,4,6.26625133157403,4.590056548178043,9.829516887159736e-05,4.381401439279963,2.042866424493383
ANACAPA_WEST_ISLE_CEN UCSB,giant_southeast,2020,34.01698,-119.4329,341.0,73.0,0.0,0.06820022067826548,9.878571430000001,0,0.514028821,9.83e-05,1.791759469228055,-0.010720731,0.5511201776458832,,7.514098947128932,4.995553568467364,4,5.834810737062605,4.30406509320417,9.829516887159736e-05,4.680828295343804,1.79376324367539
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2003,34.01742,-119.4381,0.0,419.5,0.5,0.7169,14.01896552,0,0.231816059,5.53e-05,0.0,0.014772147,,,7.7144739970545295,,4,0.0,6.041444479413003,5.5298471011368456e-05,,
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2004,34.01742,-119.4381,0.0,378.5,0.5,0.7169,12.482352940999998,0,0.231816059,5.53e-05,1.791759469228055,-0.010099584,0.6885029281959438,,7.385326121388667,3.6613382351567365,4,0.0,5.938854596835685,5.5298471011368456e-05,0.0,
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2005,34.01742,-119.4381,0.0,294.0,0.6666666666666666,0.7169,10.0,0,0.231816059,5.53e-05,0.0,0.143131383,0.6982128040971305,,7.602364220648558,3.9338375476615584,6,0.0,5.68697535633982,5.5298471011368456e-05,0.0,
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2006,34.01742,-119.4381,0.0,414.0,0.5,0.7169,13.5,0,0.231816059,5.53e-05,1.791759469228055,0.011074414,0.727153743821717,,7.727233121268963,4.725734548389018,4,0.0,6.028278520230698,5.5298471011368456e-05,0.0,
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2007,34.01742,-119.4381,0.0,926.0,0.5,0.7169,14.0,0,0.231816059,5.53e-05,0.0,0.632116326,0.7153264392721368,,7.581657399146585,4.208522488161462,4,0.0,6.831953565565855,5.5298471011368456e-05,0.0,
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2008,34.01742,-119.4381,3.25,158.5,0.5,0.6079317888995128,13.5,0,0.231816059,5.53e-05,0.0,0.130739575,0.7258789537948657,,7.531706267208277,3.896131700033844,4,1.4469189829363254,5.072043922224899,5.5298471011368456e-05,0.0,
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2009,34.01742,-119.4381,1.5,718.5,0.5,0.6516847553487146,15.0,0,0.231816059,5.53e-05,0.0,0.066057237,0.699980134170551,,7.3701341157380105,3.8301592322542337,4,0.9162907318741551,6.578556526327422,5.5298471011368456e-05,0.4328640822962788,2.4494897427831783
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2010,34.01742,-119.4381,0.0,331.5,0.5,0.7169,14.0,0,0.231816059,5.53e-05,0.0,0.335226513,0.7426980381858758,,7.72885975433316,3.823818920499645,4,0.0,5.806639860095909,5.5298471011368456e-05,0.5179430915348546,1.863038949518722
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2011,34.01742,-119.4381,0.0,406.0,0.5,0.7169,14.0,0,0.231816059,5.53e-05,0.0,1.273819343,0.7005872981157398,,7.557617350189382,4.159062788149299,4,0.0,6.008813185442595,5.5298471011368456e-05,0.46608972992459924,2.0122301169423635
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2012,34.01742,-119.4381,0.0,496.5,0.5,0.7169,13.5,0,0.231816059,5.53e-05,0.0,0.05480342,0.7077313457290902,,7.321319275708609,3.816869820599465,4,0.0,6.209595556598647,5.5298471011368456e-05,0.4238142467763609,2.1505008113488797
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2014,34.01742,-119.4381,21.5,707.5,1.0,0.20688042213136124,6.371428571499999,0,0.231816059,5.53e-05,3.6109179126442243,-0.043061842,0.7095077697553691,,7.1806984497466955,3.800124655966941,2,3.1135153092103742,6.563150059130735,5.5298471011368456e-05,0.3886579897917832,2.280026890706629
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2015,34.01742,-119.4381,122.75,51.0,0.25,0.3925500759510417,13.9444444445,0,0.231816059,5.53e-05,4.31748811353631,-0.058406764,0.6841659326242089,,6.8472051045256785,3.600206740960198,4,4.8182634014487995,3.9512437185814275,5.5298471011368456e-05,1.219756672027198,2.6911225519416915
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2016,34.01742,-119.4381,56.25,38.0,0.25,0.39298774547164544,15.3636363635,0,0.231816059,5.53e-05,2.4849066497880004,-0.041495382,0.7533579134420532,,7.695757790009038,2.790335784264387,4,4.047427642434349,3.6635616461296463,5.5298471011368456e-05,2.5964977151964628,2.8414542679291
ANACAPA_WEST_ISLE_W UCSB,giant_southeast,2017,34.01742,-119.4381,297.5,94.0,0.0,0.39254999999999995,12.794117647,0,0.231816059,5.53e-05,1.3862943611198906,-0.043578735,0.7102856051550067,,7.588089279233222,4.661130448219876,4,5.698769932832657,4.553876891600541,5.5298471011368456e-05,2.820691837258175,2.2738407821198163
