context,site_id,year,zone,transect_key,raw_rows,spores_min,spores_max,spores_disagree
giant_southeast,LONG_POINT_E VRG,2016,OUTER,2,2,3400.284937,3400.284937,False
giant_southeast,LONG_POINT_E VRG,2017,OUTER,1,2,2415.401717,2415.401717,False
giant_southeast,LONG_POINT_E VRG,2017,OUTER,2,2,2415.401717,2415.401717,False
giant_southeast,LONG_POINT_E VRG,2018,OUTER,1,2,4148.818619,4148.818619,False
giant_southeast,LONG_POINT_E VRG,2018,OUTER,2,2,4148.818619,4148.818619,False
giant_southeast,LONG_POINT_E VRG,2019,OUTER,1,2,3842.735386,3842.735386,False
giant_southeast,LONG_POINT_E VRG,2019,OUTER,2,2,3842.735386,3842.735386,False
giant_southeast,LONG_POINT_E VRG,2020,OUTER,1,2,1359.855033,1359.855033,False
giant_southeast,LONG_POINT_E VRG,2020,OUTER,2,2,1359.855033,1359.855033,False
giant_southeast,POINT_VICENTE_W VRG,2007,OUTER,1,2,93.77984444,93.77984444,False
giant_southeast,POINT_VICENTE_W VRG,2007,OUTER,2,2,93.77984444,93.77984444,False
giant_southeast,POINT_VICENTE_W VRG,2009,OUTER,1,2,1692.600594,1692.600594,False
giant_southeast,POINT_VICENTE_W VRG,2009,OUTER,2,2,1692.600594,1692.600594,False
giant_southeast,POINT_VICENTE_W VRG,2010,OUTER,1,2,3418.385879,3418.385879,False
giant_southeast,POINT_VICENTE_W VRG,2010,OUTER,2,2,3418.385879,3418.385879,False
giant_southeast,POINT_VICENTE_W VRG,2011,OUTER,1,2,4179.811218,4179.811218,False
giant_southeast,POINT_VICENTE_W VRG,2011,OUTER,2,2,4179.811218,4179.811218,False
giant_southeast,POINT_VICENTE_W VRG,2012,OUTER,1,2,3573.946627,3573.946627,False
giant_southeast,POINT_VICENTE_W VRG,2012,OUTER,2,2,3573.946627,3573.946627,False
giant_southeast,POINT_VICENTE_W VRG,2013,OUTER,1,2,577.7811271,577.7811271,False
giant_southeast,POINT_VICENTE_W VRG,2013,OUTER,2,2,577.7811271,577.7811271,False
giant_southeast,POINT_VICENTE_W VRG,2014,OUTER,1,2,3627.987309,3627.987309,False
giant_southeast,POINT_VICENTE_W VRG,2015,OUTER,1,2,1708.236661,1708.236661,False
giant_southeast,POINT_VICENTE_W VRG,2015,OUTER,2,2,1708.236661,1708.236661,False
giant_southeast,POINT_VICENTE_W VRG,2016,OUTER,1,2,4616.999482,4616.999482,False
giant_southeast,POINT_VICENTE_W VRG,2016,OUTER,2,2,4616.999482,4616.999482,False
giant_southeast,POINT_VICENTE_W VRG,2017,OUTER,1,2,2108.571149,2108.571149,False
giant_southeast,POINT_VICENTE_W VRG,2017,OUTER,2,2,2108.571149,2108.571149,False
giant_southeast,POINT_VICENTE_W VRG,2018,OUTER,1,2,4523.925842,4523.925842,False
giant_southeast,POINT_VICENTE_W VRG,2018,OUTER,2,2,4523.925842,4523.925842,False
giant_southeast,POINT_VICENTE_W VRG,2019,OUTER,1,2,4623.547215,4623.547215,False
giant_southeast,POINT_VICENTE_W VRG,2019,OUTER,2,2,4623.547215,4623.547215,False
giant_southeast,POINT_VICENTE_W VRG,2020,OUTER,1,2,1280.081039,1280.081039,False
giant_southeast,POINT_VICENTE_W VRG,2020,OUTER,2,2,1280.081039,1280.081039,False
giant_southeast,RIDGES_N VRG,2007,OUTER,1,2,1281.508198,1281.508198,False
giant_southeast,RIDGES_N VRG,2007,OUTER,2,2,1281.508198,1281.508198,False
giant_southeast,RIDGES_N VRG,2009,OUTER,1,2,3990.248588,3990.248588,False
giant_southeast,RIDGES_N VRG,2009,OUTER,2,2,3990.248588,3990.248588,False
giant_southeast,RIDGES_N VRG,2010,OUTER,1,2,9147.716528,9147.716528,False
giant_southeast,RIDGES_N VRG,2010,OUTER,2,2,9147.716528,9147.716528,False
giant_southeast,RIDGES_N VRG,2011,OUTER,1,2,5280.362454,5280.362454,False
giant_southeast,RIDGES_N VRG,2011,OUTER,2,2,5280.362454,5280.362454,False
giant_southeast,RIDGES_N VRG,2012,OUTER,1,2,9239.840462,9239.840462,False
giant_southeast,RIDGES_N VRG,2012,OUTER,2,2,9239.840462,9239.840462,False
giant_southeast,RIDGES_N VRG,2013,OUTER,1,2,862.7134398,862.7134398,False
giant_southeast,RIDGES_N VRG,2013,OUTER,2,2,862.7134398,862.7134398,False
giant_southeast,RIDGES_N VRG,2014,OUTER,1,2,5934.70357,5934.70357,False
giant_southeast,RIDGES_N VRG,2014,OUTER,2,2,5934.70357,5934.70357,False
giant_southeast,RIDGES_N VRG,2015,OUTER,1,2,1926.619736,1926.619736,False
giant_southeast,RIDGES_N VRG,2015,OUTER,2,2,1926.619736,1926.619736,False
giant_southeast,RIDGES_N VRG,2016,OUTER,1,2,6351.733139,6351.733139,False
giant_southeast,RIDGES_N VRG,2016,OUTER,2,2,6351.733139,6351.733139,False
giant_southeast,RIDGES_N VRG,2017,OUTER,1,2,811.6375962,811.6375962,False
giant_southeast,RIDGES_N VRG,2017,OUTER,2,2,811.6375962,811.6375962,False
giant_southeast,RIDGES_N VRG,2018,OUTER,1,2,5669.601381,5669.601381,False
giant_southeast,RIDGES_N VRG,2018,OUTER,2,2,5669.601381,5669.601381,False
giant_southeast,RIDGES_N VRG,2019,OUTER,1,2,4721.925812,4721.925812,False
giant_southeast,RIDGES_N VRG,2019,OUTER,2,2,4721.925812,4721.925812,False
giant_southeast,RIDGES_N VRG,2020,OUTER,1,2,570.1384709,570.1384709,False
giant_southeast,RIDGES_N VRG,2020,OUTER,2,2,570.1384709,570.1384709,False
giant_southeast,ROCKY_POINT_N VRG,2007,OUTER,1,2,1461.167036,1461.167036,False
giant_southeast,ROCKY_POINT_N VRG,2008,OUTER,1,2,4347.430254,4347.430254,False
giant_southeast,ROCKY_POINT_N VRG,2008,OUTER,2,2,4347.430254,4347.430254,False
giant_southeast,ROCKY_POINT_N VRG,2009,OUTER,1,2,3699.124225,3699.124225,False
giant_southeast,ROCKY_POINT_N VRG,2009,OUTER,2,2,3699.124225,3699.124225,False
giant_southeast,ROCKY_POINT_N VRG,2011,OUTER,1,2,7938.810359,7938.810359,False
giant_southeast,ROCKY_POINT_N VRG,2011,OUTER,2,2,7938.810359,7938.810359,False
giant_southeast,ROCKY_POINT_N VRG,2012,OUTER,1,2,7971.602711,7971.602711,False
giant_southeast,ROCKY_POINT_N VRG,2012,OUTER,2,2,7971.602711,7971.602711,False
giant_southeast,ROCKY_POINT_N VRG,2013,OUTER,1,2,889.2585407,889.2585407,False
giant_southeast,ROCKY_POINT_N VRG,2013,OUTER,2,2,889.2585407,889.2585407,False
giant_southeast,ROCKY_POINT_N VRG,2014,OUTER,1,2,6589.205075,6589.205075,False
giant_southeast,ROCKY_POINT_N VRG,2014,OUTER,2,2,6589.205075,6589.205075,False
giant_southeast,ROCKY_POINT_N VRG,2015,OUTER,1,2,1845.804456,1845.804456,False
giant_southeast,ROCKY_POINT_N VRG,2015,OUTER,2,2,1845.804456,1845.804456,False
giant_southeast,ROCKY_POINT_N VRG,2016,OUTER,1,2,6395.730633,6395.730633,False
giant_southeast,ROCKY_POINT_N VRG,2016,OUTER,2,2,6395.730633,6395.730633,False
giant_southeast,ROCKY_POINT_N VRG,2017,OUTER,1,2,1218.122223,1218.122223,False
giant_southeast,ROCKY_POINT_N VRG,2017,OUTER,2,2,1218.122223,1218.122223,False
giant_southeast,ROCKY_POINT_N VRG,2018,OUTER,1,2,6580.055278,6580.055278,False
giant_southeast,ROCKY_POINT_N VRG,2018,OUTER,2,2,6580.055278,6580.055278,False
giant_southeast,ROCKY_POINT_N VRG,2019,OUTER,1,2,5768.794991,5768.794991,False
giant_southeast,ROCKY_POINT_N VRG,2019,OUTER,2,2,5768.794991,5768.794991,False
giant_southeast,ROCKY_POINT_N VRG,2020,OUTER,1,2,792.108268,792.108268,False
giant_southeast,ROCKY_POINT_N VRG,2020,OUTER,2,2,792.108268,792.108268,False
giant_southeast,SBI_SUTIL VRG,2019,OUTER,1,2,1123.697058,1123.697058,False
giant_southeast,SBI_SUTIL VRG,2019,OUTER,2,2,1123.697058,1123.697058,False
