site_id,support_m,overlap_cluster,region_group,latitude,longitude,year,annual_area_m2,annual_complete,valid_quarters,selected_quarter,pre2005_footprint_pixels,positive_reference_years,p95_annual_area_pre2005,relative_canopy,next_year_area_m2,relative_drop_next,event,eligible,canopy_lag1,canopy_lag2,canopy_2yr_change,canopy_3yr_change,canopy_3yr_mean,canopy_3yr_std,canopy_3yr_slope,canopy_drop_from_3yr_max
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,1999,75.0,True,4,4,79,16,6134.450000000002,0.012226034933857148,0.0,1.0,1,False,0.0,0.0762904579872686,-0.06406442305341145,0.012226034933857148,0.029505497640375255,0.04097552157748075,-0.03203221152670574,0.8397435897435896
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2000,0.0,True,4,1,79,16,6134.450000000002,0.0,554.0,,0,False,0.012226034933857148,0.0,0.0,-0.0762904579872686,0.004075344977952383,0.007058704560208109,2.327375768669319e-18,1.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2001,554.0,True,4,4,79,16,6134.450000000002,0.0903096447114248,4327.0,-6.810469314079422,0,True,0.0,0.012226034933857148,0.07808360977756765,0.0903096447114248,0.034178559881760655,0.048993805686714284,0.03904180488878382,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2002,4327.0,True,4,4,79,16,6134.450000000002,0.7053607087839984,6004.0,-0.38756644326323086,0,True,0.0903096447114248,0.0,0.7053607087839984,0.6931346738501413,0.26522345116514107,0.3838353320633243,0.35268035439199913,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2003,6004.0,True,4,2,79,16,6134.450000000002,0.9787348499050442,758.0,0.8737508327781479,1,True,0.7053607087839984,0.0903096447114248,0.8884252051936194,0.9787348499050442,0.5914684011334891,0.4550312402597211,0.44421260259680967,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2004,758.0,True,4,1,79,16,6134.450000000002,0.12356445973151624,769.0,-0.014511873350923483,0,True,0.9787348499050442,0.7053607087839984,-0.5817962490524822,0.033254815020091436,0.6025533394735195,0.43675635707542027,-0.290898124526241,0.8737508327781479
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2005,769.0,True,4,4,79,16,6134.450000000002,0.1253576115218153,288.0,0.6254876462938882,1,True,0.12356445973151624,0.9787348499050442,-0.853377238383229,-0.580003097262183,0.40921897371945853,0.49321603154085775,-0.42668861919161466,0.8719187208527649
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2006,288.0,True,4,2,79,16,6134.450000000002,0.04694797414601145,1278.0,-3.4375,0,False,0.1253576115218153,0.12356445973151624,-0.0766164855855048,-0.9317868757590327,0.09862334846644766,0.04476116711731045,-0.03830824279275238,0.6254876462938881
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2007,1278.0,True,4,4,79,16,6134.450000000002,0.2083316352729258,5017.0,-2.9256651017214397,0,True,0.04694797414601145,0.1253576115218153,0.08297402375111051,0.08476717554140957,0.12687907364691753,0.08070258765944499,0.04148701187555523,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2008,5017.0,True,4,2,79,16,6134.450000000002,0.8178402301754841,7719.0,-0.5385688658560893,0,True,0.2083316352729258,0.04694797414601145,0.7708922560294726,0.6924826186536688,0.3577066131981405,0.4065751844667495,0.38544612801473627,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2009,7719.0,True,4,2,79,16,6134.450000000002,1.2583035153925777,11289.0,-0.4624951418577536,0,True,0.8178402301754841,0.2083316352729258,1.0499718801196518,1.2113555412465662,0.7614917936136626,0.5272490843877498,0.5249859400598259,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2010,11289.0,True,4,2,79,16,6134.450000000002,1.8402627782441778,2682.0,0.7624235981929312,1,True,1.2583035153925777,0.8178402301754841,1.0224225480686937,1.631931142971252,1.3054688412707467,0.5128405138770877,0.5112112740343469,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2011,2682.0,True,4,2,79,16,6134.450000000002,0.4372030092347316,315.0,0.8825503355704698,1,True,1.8402627782441778,1.2583035153925777,-0.821100506157846,-0.38063722094075253,1.178589767623829,0.7049183570036425,-0.4105502530789229,0.7624235981929312
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2012,315.0,True,4,1,79,16,6134.450000000002,0.05134934672220002,396.0,-0.2571428571428571,0,True,0.4372030092347316,1.8402627782441778,-1.788913431521978,-1.2069541686703777,0.7762717114003698,0.9414236585943399,-0.8944567157609891,0.9720967313313846
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2013,396.0,True,4,3,79,16,6134.450000000002,0.06455346445076574,353.0,0.10858585858585859,0,True,0.05134934672220002,0.4372030092347316,-0.37264954478396584,-1.7757093137934121,0.18436860680256575,0.2190605246756483,-0.18632477239198292,0.8523489932885906
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2014,353.0,True,4,2,79,16,6134.450000000002,0.057543871088687644,4316.0,-11.226628895184136,0,True,0.06455346445076574,0.05134934672220002,0.006194524366487625,-0.37965913814604396,0.057815560753884464,0.006606250275549763,0.0030972621832438163,0.1085858585858585
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2015,4316.0,True,4,2,79,16,6134.450000000002,0.7035675569936993,9945.0,-1.3042168674698795,0,True,0.057543871088687644,0.06455346445076574,0.6390140925429336,0.6522182102714993,0.2752216308443842,0.37097500985418325,0.3195070462714667,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2016,9945.0,True,4,1,79,16,6134.450000000002,1.6211722322294577,13466.0,-0.3540472599296129,0,True,0.7035675569936993,0.057543871088687644,1.56362836114077,1.556618767778692,0.7940945534372815,0.7857351753324812,0.7818141805703849,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2017,13466.0,True,4,2,79,16,6134.450000000002,2.1951438189242714,11219.0,0.1668646962720927,0,True,1.6211722322294577,0.7035675569936993,1.4915762619305721,2.1375999478355836,1.506627869382476,0.7523564611164779,0.745788130965286,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2018,11219.0,True,4,2,79,16,6134.450000000002,1.8288518123059112,12496.0,-0.1138247615652019,0,True,2.1951438189242714,1.6211722322294577,0.20767958007645348,1.125284255312212,1.8817226211532134,0.2906154459149864,0.10383979003822681,0.1668646962720927
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2019,12496.0,True,4,3,79,16,6134.450000000002,2.037020433779719,17352.0,-0.3886043533930858,0,True,1.8288518123059112,2.1951438189242714,-0.1581233851445525,0.41584820155026114,2.020338688336634,0.18371491230000103,-0.0790616925722764,0.0720332689737116
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2020,17352.0,True,4,2,79,16,6134.450000000002,2.8286154422971896,10298.0,0.4065237436606731,1,True,2.037020433779719,1.8288518123059112,0.9997636299912784,0.6334716233729183,2.2314958961276066,0.5274915715486864,0.4998818149956391,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2021,10298.0,True,4,4,79,16,6134.450000000002,1.6787161033181455,14994.0,-0.4560108758982327,0,True,2.8286154422971896,2.037020433779719,-0.3583043304615734,-0.15013570898776574,2.1814506597983514,0.5883979861343472,-0.17915216523078661,0.4065237436606731
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2022,14994.0,True,4,2,79,16,6134.450000000002,2.444228903976721,15603.0,-0.04061624649859944,0,True,1.6787161033181455,2.8286154422971896,-0.38438653832046876,0.407208470197002,2.3171868165306853,0.5853818338769109,-0.19219326916023471,0.13589211618257263
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2023,15603.0,True,4,3,79,16,6134.450000000002,2.543504307639641,18846.0,-0.20784464526052682,0,True,2.444228903976721,1.6787161033181455,0.8647882043214954,-0.2851111346575488,2.2221497716448355,0.4732377999973811,0.43239410216074753,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2024,18846.0,True,4,2,79,16,6134.450000000002,3.072158058179624,17391.0,0.07720471187519898,0,True,2.543504307639641,2.444228903976721,0.6279291542029033,1.3934419548614787,2.686630423265329,0.337546395929608,0.3139645771014511,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2025,17391.0,True,4,2,79,16,6134.450000000002,2.8349729804627954,,,0,False,3.072158058179624,2.543504307639641,0.2914686728231546,0.39074407648607457,2.816878448760687,0.26479096670418734,0.14573433641157704,0.077204711875199
ANACAPA_MIDDLE_ISLE_CEN UCSB,300,s300_c002,Southern California,34.01006,-119.3878,1984,,False,2,0,39,10,965.5500000000009,,0.0,,0,False,,,,,,,,
ANACAPA_MIDDLE_ISLE_CEN UCSB,300,s300_c002,Southern California,34.01006,-119.3878,1985,0.0,True,3,1,39,10,965.5500000000009,0.0,902.0,,0,False,,,,,,,,
ANACAPA_MIDDLE_ISLE_CEN UCSB,300,s300_c002,Southern California,34.01006,-119.3878,1986,902.0,True,4,4,39,10,965.5500000000009,0.9341825902335448,72.0,0.9201773835920177,1,True,0.0,,,,,,,
ANACAPA_MIDDLE_ISLE_CEN UCSB,300,s300_c002,Southern California,34.01006,-119.3878,1987,72.0,True,4,3,39,10,965.5500000000009,0.07456889855522753,0.0,1.0,1,True,0.9341825902335448,0.0,0.07456889855522753,,0.3362504962629241,0.5191649274633287,0.037284449277613915,0.9201773835920177
