site_id,year,latitude,longitude,region_group,grazing_log1p,rock_probability,depth_m,kelp_species_contrast,n_transects
ANACAPA_MIDDLE_ISLE_CEN UCSB,2015,34.01006,-119.3878,Southern California,4.166635176627654,0.510427351,11.97827061,-1.4978661367769954,4
ANACAPA_MIDDLE_ISLE_CEN UCSB,2016,34.01006,-119.3878,Southern California,2.282174095733918,0.510427351,11.97827061,-1.2424533248940002,4
ANACAPA_MIDDLE_ISLE_CEN UCSB,2017,34.01006,-119.3878,Southern California,0.8958797346140275,0.510427351,11.97827061,-3.716833270083084,4
ANACAPA_MIDDLE_ISLE_CEN UCSB,2018,34.01006,-119.3878,Southern California,1.9356005054539454,0.510427351,11.97827061,-3.923881268736804,4
ANACAPA_MIDDLE_ISLE_CEN UCSB,2019,34.01006,-119.3878,Southern California,2.5529727369502906,0.510427351,11.97827061,-4.425043803344783,4
ANACAPA_MIDDLE_ISLE_CEN UCSB,2020,34.01006,-119.3878,Southern California,3.1892130918257933,0.510427351,11.97827061,-3.020127355638707,4
ANACAPA_MIDDLE_ISLE_W UCSB,2001,34.00783,-119.3945,Southern California,5.2566401488504315,0.615711848,6.718981993,0.0,2
ANACAPA_MIDDLE_ISLE_W UCSB,2002,34.00783,-119.3945,Southern California,7.60123997060273,0.615711848,6.718981993,0.0,4
ANACAPA_MIDDLE_ISLE_W UCSB,2003,34.00783,-119.3945,Southern California,7.6857654079458495,0.615711848,6.718981993,0.0,4
ANACAPA_MIDDLE_ISLE_W UCSB,2004,34.00783,-119.3945,Southern California,8.62663369520062,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2005,34.00783,-119.3945,Southern California,7.502398420687291,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2006,34.00783,-119.3945,Southern California,7.290612905677811,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2007,34.00783,-119.3945,Southern California,7.756576734036326,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2008,34.00783,-119.3945,Southern California,7.759560274132428,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2009,34.00783,-119.3945,Southern California,7.1789267266338666,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2010,34.00783,-119.3945,Southern California,6.906208890127013,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2011,34.00783,-119.3945,Southern California,7.120360714503386,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2012,34.00783,-119.3945,Southern California,6.714427468546548,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2013,34.00783,-119.3945,Southern California,5.491628376701379,0.615711848,6.718981993,-4.83229782212689,8
ANACAPA_MIDDLE_ISLE_W UCSB,2014,34.00783,-119.3945,Southern California,4.743569213912942,0.615711848,6.718981993,-3.91021975763109,8
ANACAPA_MIDDLE_ISLE_W UCSB,2015,34.00783,-119.3945,Southern California,4.102199209074691,0.615711848,6.718981993,-2.0871936349478184,8
ANACAPA_MIDDLE_ISLE_W UCSB,2016,34.00783,-119.3945,Southern California,3.4782727215757845,0.615711848,6.718981993,0.0,8
ANACAPA_MIDDLE_ISLE_W UCSB,2017,34.00783,-119.3945,Southern California,3.834747625503847,0.615711848,6.718981993,-4.997828220003752,8
ANACAPA_MIDDLE_ISLE_W UCSB,2018,34.00783,-119.3945,Southern California,4.1187396443068165,0.615711848,6.718981993,-4.090440470998194,8
ANACAPA_MIDDLE_ISLE_W UCSB,2019,34.00783,-119.3945,Southern California,3.6039299357162378,0.615711848,6.718981993,-3.984505890553239,8
ANACAPA_MIDDLE_ISLE_W UCSB,2020,34.00783,-119.3945,Southern California,4.116353004930488,0.615711848,6.718981993,-3.202614229015421,8
ANACAPA_WEST_ISLE_CEN UCSB,2003,34.01698,-119.4329,Southern California,6.3778580083271255,0.514028821,11.44154915,0.0,4
ANACAPA_WEST_ISLE_CEN UCSB,2004,34.01698,-119.4329,Southern California,5.6011852283225245,0.514028821,11.44154915,0.0,4
ANACAPA_WEST_ISLE_CEN UCSB,2005,34.01698,-119.4329,Southern California,5.934106223067056,0.514028821,11.44154915,-0.5493061443340549,4
ANACAPA_WEST_ISLE_CEN UCSB,2006,34.01698,-119.4329,Southern California,6.373261544387999,0.514028821,11.44154915,0.0,4
ANACAPA_WEST_ISLE_CEN UCSB,2007,34.01698,-119.4329,Southern California,5.7396481449948755,0.514028821,11.44154915,0.0,4
ANACAPA_WEST_ISLE_CEN UCSB,2008,34.01698,-119.4329,Southern California,5.759060969938523,0.514028821,11.44154915,-1.2424533248940002,4
ANACAPA_WEST_ISLE_CEN UCSB,2009,34.01698,-119.4329,Southern California,6.502289670873722,0.514028821,11.44154915,-0.8958797346140275,4
ANACAPA_WEST_ISLE_CEN UCSB,2010,34.01698,-119.4329,Southern California,6.4145488729291555,0.514028821,11.44154915,-2.4849066497880004,4
ANACAPA_WEST_ISLE_CEN UCSB,2011,34.01698,-119.4329,Southern California,7.349780557965397,0.514028821,11.44154915,0.0,4
ANACAPA_WEST_ISLE_CEN UCSB,2012,34.01698,-119.4329,Southern California,6.606421865266352,0.514028821,11.44154915,0.0,4
ANACAPA_WEST_ISLE_CEN UCSB,2014,34.01698,-119.4329,Southern California,6.231240372838413,0.514028821,11.44154915,-0.34657359027997264,4
ANACAPA_WEST_ISLE_CEN UCSB,2015,34.01698,-119.4329,Southern California,4.273181784358009,0.514028821,11.44154915,-0.34657359027997264,4
ANACAPA_WEST_ISLE_CEN UCSB,2016,34.01698,-119.4329,Southern California,4.013085097473214,0.514028821,11.44154915,-3.337280695907213,4
ANACAPA_WEST_ISLE_CEN UCSB,2017,34.01698,-119.4329,Southern California,4.922690815564549,0.514028821,11.44154915,-4.876361400323196,4
ANACAPA_WEST_ISLE_CEN UCSB,2018,34.01698,-119.4329,Southern California,4.867386499574195,0.514028821,11.44154915,-4.321295800405285,4
ANACAPA_WEST_ISLE_CEN UCSB,2019,34.01698,-119.4329,Southern California,4.8788261021562915,0.514028821,11.44154915,-4.614286570118621,4
ANACAPA_WEST_ISLE_CEN UCSB,2020,34.01698,-119.4329,Southern California,4.521729499835053,0.514028821,11.44154915,-4.004515342534865,4
ANACAPA_WEST_ISLE_W UCSB,2003,34.01742,-119.4381,Southern California,6.150873197799228,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2004,34.01742,-119.4381,Southern California,5.857553418483793,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2005,34.01742,-119.4381,Southern California,6.030491643821676,0.231816059,15.13977638,0.0,6
ANACAPA_WEST_ISLE_W UCSB,2006,34.01742,-119.4381,Southern California,5.087081667147827,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2007,34.01742,-119.4381,Southern California,5.15071219711175,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2008,34.01742,-119.4381,Southern California,5.268097234642328,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2009,34.01742,-119.4381,Southern California,5.12113926368815,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2010,34.01742,-119.4381,Southern California,4.630231490689696,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2011,34.01742,-119.4381,Southern California,5.4701122187430755,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2012,34.01742,-119.4381,Southern California,5.748398041520172,0.231816059,15.13977638,0.0,4
ANACAPA_WEST_ISLE_W UCSB,2014,34.01742,-119.4381,Southern California,6.506149240070957,0.231816059,15.13977638,-1.844439727056968,2
ANACAPA_WEST_ISLE_W UCSB,2015,34.01742,-119.4381,Southern California,3.1269144057877365,0.231816059,15.13977638,-2.021525633917275,4
ANACAPA_WEST_ISLE_W UCSB,2016,34.01742,-119.4381,Southern California,2.7340300705675658,0.231816059,15.13977638,-1.545521226679158,4
ANACAPA_WEST_ISLE_W UCSB,2017,34.01742,-119.4381,Southern California,4.624972813284271,0.231816059,15.13977638,-4.90527477843843,4
ANACAPA_WEST_ISLE_W UCSB,2018,34.01742,-119.4381,Southern California,3.749988270476061,0.231816059,15.13977638,-2.659059996922108,4
ANACAPA_WEST_ISLE_W UCSB,2019,34.01742,-119.4381,Southern California,2.780340815507764,0.231816059,15.13977638,-2.5619819897016294,4
ANACAPA_WEST_ISLE_W UCSB,2020,34.01742,-119.4381,Southern California,3.6057783666569008,0.231816059,15.13977638,-1.7776740307447068,4
ANDREW_MOLERA_OLD_DC UCSC,2003,36.273592,-121.869709,Central California,0.0,0.511136206,13.4252874,3.6622449896742664,6
ANDREW_MOLERA_UC UCSC,2004,36.277685,-121.875988,Central California,0.0,0.573216472,11.05510111,3.825916594105313,6
ANDREW_MOLERA_UC UCSC,2005,36.277685,-121.875988,Central California,0.0,0.573216472,11.05510111,2.4773263296726595,6
ANDREW_MOLERA_UC UCSC,2006,36.277685,-121.875988,Central California,0.0,0.573216472,11.05510111,-0.8958797346140275,6
ANDREW_MOLERA_UC UCSC,2007,36.27768,-121.876,Central California,0.0,0.573216472,11.05510111,-0.39205947938283603,6
ANDREW_MOLERA_UC UCSC,2008,36.27768,-121.876,Central California,0.0,0.573216472,11.05510111,-1.0215369487544805,6
ANDREW_MOLERA_UC UCSC,2009,36.27768,-121.876,Central California,0.0,0.573216472,11.05510111,-2.567899218525131,6
ANDREW_MOLERA_UC UCSC,2010,36.27768,-121.876,Central California,0.0,0.573216472,11.05510111,1.6762036087463619,6
ANDREW_MOLERA_UC UCSC,2011,36.27768,-121.876,Central California,0.0,0.573216472,11.05510111,0.4054651081081645,6
ANDREW_MOLERA_UC UCSC,2019,36.27768,-121.876,Central California,3.06561324474157,0.573216472,11.05510111,0.9095792217080847,6
ANDREW_MOLERA_UC UCSC,2020,36.27768,-121.876,Central California,4.676180315998305,0.573216472,11.05510111,-1.5020155381843432,6
ASILOMAR_DC UCSC,2007,36.63224,-121.9467,Central California,0.0,0.627971435,11.78712919,0.0,6
ASILOMAR_DC UCSC,2008,36.63224,-121.9467,Central California,0.0,0.627971435,11.78712919,2.8650498914867875,6
ASILOMAR_DC UCSC,2011,36.63224,-121.9467,Central California,0.0,0.627971435,11.78712919,0.0,4
ASILOMAR_UC UCSC,2007,36.63651,-121.9456,Central California,0.0,0.88545433,11.48751706,0.7085330098933224,6
ASILOMAR_UC UCSC,2008,36.63651,-121.9456,Central California,0.34657359027997264,0.88545433,11.48751706,1.5222612188617115,6
ASILOMAR_UC UCSC,2011,36.63651,-121.9456,Central California,0.5493061443340549,0.88545433,11.48751706,-1.0397207708399179,4
BIG_CREEK_DC UCSC,2001,36.069079,-121.605115,Central California,0.0,0.155297948,13.4799334,-3.214859739019569,6
BIG_CREEK_DC UCSC,2002,36.069079,-121.605115,Central California,0.0,0.155297948,13.4799334,-1.9033312448851598,6
BIG_CREEK_DC UCSC,2003,36.069079,-121.605115,Central California,0.0,0.155297948,13.4799334,-0.6507765663324001,6
BIG_CREEK_DC UCSC,2004,36.069079,-121.605115,Central California,0.0,0.155297948,13.4799334,-2.6979488474434503,6
BIG_CREEK_DC UCSC,2005,36.069079,-121.605115,Central California,0.0,0.155297948,13.4799334,-1.3862943611198906,6
BIG_CREEK_DC UCSC,2006,36.069079,-121.605115,Central California,0.0,0.155297948,13.4799334,0.7803238741323344,6
BIG_CREEK_DC UCSC,2007,36.06908,-121.6051,Central California,0.0,0.155297948,13.4799334,-2.0126758453675744,6
BIG_CREEK_DC UCSC,2008,36.06908,-121.6051,Central California,0.0,0.155297948,13.4799334,-2.70805020110221,6
BIG_CREEK_DC UCSC,2009,36.06908,-121.6051,Central California,0.0,0.155297948,13.4799334,-2.5053176470481278,6
BIG_CREEK_DC UCSC,2010,36.06908,-121.6051,Central California,0.0,0.155297948,13.4799334,-0.34657359027997264,6
BIG_CREEK_DC UCSC,2011,36.06908,-121.6051,Central California,0.0,0.155297948,13.4799334,-1.0397207708399179,6
BIG_CREEK_UC UCSC,2001,36.069152,-121.60804,Central California,0.0,0.372473673,13.98823689,-1.6160605258091105,6
BIG_CREEK_UC UCSC,2002,36.069152,-121.60804,Central California,0.0,0.372473673,13.98823689,-0.8369882167858356,6
BIG_CREEK_UC UCSC,2003,36.069152,-121.60804,Central California,0.0,0.372473673,13.98823689,0.5322104619599153,6
BIG_CREEK_UC UCSC,2004,36.069152,-121.60804,Central California,0.0,0.372473673,13.98823689,-2.4563274428680257,6
BIG_CREEK_UC UCSC,2005,36.069152,-121.60804,Central California,0.34657359027997264,0.372473673,13.98823689,-1.8317808230648231,6
BIG_CREEK_UC UCSC,2006,36.069152,-121.60804,Central California,0.0,0.372473673,13.98823689,1.3195286648076294,6
BIG_CREEK_UC UCSC,2007,36.06915,-121.608,Central California,0.0,0.372473673,13.98823689,-1.2424533248940002,6
BIG_CREEK_UC UCSC,2008,36.06915,-121.608,Central California,0.0,0.372473673,13.98823689,-1.0742172065833937,6
BIG_CREEK_UC UCSC,2009,36.06915,-121.608,Central California,0.34657359027997264,0.372473673,13.98823689,-0.9883409038610333,6
BIG_CREEK_UC UCSC,2010,36.06915,-121.608,Central California,0.34657359027997264,0.372473673,13.98823689,0.45814536593707755,6
BIG_CREEK_UC UCSC,2011,36.06915,-121.608,Central California,0.0,0.372473673,13.98823689,-1.9033312448851598,6
BIG_CREEK_UC UCSC,2015,36.06915,-121.608,Central California,4.760747400306553,0.372473673,13.98823689,-1.0986122886681098,6
BIRD_ROCK UCSC,2007,36.59343,-121.9714,Central California,0.0,0.851651655,15.76102076,0.06676569631226126,4
BIRD_ROCK UCSC,2008,36.59343,-121.9714,Central California,1.0986122886681098,0.851651655,15.76102076,0.0,5
BIRD_ROCK UCSC,2011,36.59343,-121.9714,Central California,2.5249280036247685,0.851651655,15.76102076,0.0,4
BUCHON UCSC,2007,35.24408,-120.9011,Central California,0.0,0.890145431,12.35490786,1.0986122886681098,5
BUCHON UCSC,2008,35.24408,-120.9011,Central California,0.0,0.890145431,12.35490786,-0.6931471805599453,5
BUCHON UCSC,2009,35.24408,-120.9011,Central California,0.34657359027997264,0.890145431,12.35490786,0.0,6
BUCHON UCSC,2010,35.24408,-120.9011,Central California,0.0,0.890145431,12.35490786,2.995732273553991,5
BUCHON UCSC,2011,35.24408,-120.9011,Central California,0.0,0.890145431,12.35490786,0.0,6
BUCHON UCSC,2016,35.24408,-120.9011,Central California,2.6441335153472676,0.890145431,12.35490786,0.626381484247684,6
BUCHON UCSC,2017,35.24408,-120.9011,Central California,2.6020033435383976,0.890145431,12.35490786,0.4581453659370775,6
BUCHON UCSC,2018,35.24408,-120.9011,Central California,2.7403194616709956,0.890145431,12.35490786,0.8958797346140275,6
BUCHON UCSC,2019,35.24408,-120.9011,Central California,4.918700583704134,0.890145431,12.35490786,0.0,6
BUCHON UCSC,2020,35.24408,-120.9011,Central California,4.226167309533871,0.890145431,12.35490786,0.0,6
BULLITO UCSB,2010,34.45543,-120.332,Southern California,1.791759469228055,0.445838441,8.191474537,-1.9459101490553132,5
BULLITO UCSB,2011,34.45543,-120.332,Southern California,0.0,0.445838441,8.191474537,-1.6094379124341003,6
BULLITO UCSB,2012,34.45543,-120.332,Southern California,0.0,0.445838441,8.191474537,-1.5890269151739727,6
BULLITO UCSB,2013,34.45543,-120.332,Southern California,0.0,0.445838441,8.191474537,-1.868834809141684,6
BULLITO UCSB,2014,34.45543,-120.332,Southern California,0.0,0.445838441,8.191474537,-2.3502401828962083,6
BUNKER_POINT VRG,2007,33.72465,-118.3532,Southern California,4.119136312316515,0.450542816,11.08725907,-2.770631772579213,6
BUNKER_POINT VRG,2011,33.72465,-118.3532,Southern California,3.583132987066819,0.450542816,11.08725907,-2.452637389219215,6
BUNKER_POINT VRG,2012,33.72465,-118.3532,Southern California,3.8501476017100584,0.450542816,11.08725907,-1.3862943611198906,6
BUNKER_POINT VRG,2013,33.72465,-118.3532,Southern California,3.174569495689899,0.450542816,11.08725907,-2.3937458713910233,6
BUNKER_POINT VRG,2014,33.72465,-118.3532,Southern California,1.791759469228055,0.450542816,11.08725907,-1.7482537807332403,6
BUNKER_POINT VRG,2015,33.72465,-118.3532,Southern California,2.0126758453675744,0.450542816,11.08725907,-2.381086967398878,6
BUNKER_POINT VRG,2016,33.72465,-118.3532,Southern California,0.6931471805599453,0.450542816,11.08725907,-2.302585092994046,7
BUNKER_POINT VRG,2017,33.72465,-118.3532,Southern California,0.0,0.450542816,11.08725907,-3.170179651863876,8
BUNKER_POINT VRG,2018,33.72465,-118.3532,Southern California,0.0,0.450542816,11.08725907,-0.6931471805599453,8
BUNKER_POINT VRG,2019,33.72465,-118.3532,Southern California,2.0715673631957663,0.450542816,11.08725907,-1.4978661367769956,8
BUNKER_POINT VRG,2020,33.72465,-118.3532,Southern California,0.6931471805599453,0.450542816,11.08725907,-2.6390573296152584,7
BUTTERFLY_DC UCSC,2006,36.537439,-121.93567,Central California,0.0,0.900866118,12.42691761,-1.9459101490553132,6
BUTTERFLY_DC UCSC,2007,36.53744,-121.9357,Central California,0.34657359027997264,0.900866118,12.42691761,-1.791759469228055,6
BUTTERFLY_DC UCSC,2008,36.53744,-121.9357,Central California,0.5493061443340549,0.900866118,12.42691761,-1.681488084420979,6
BUTTERFLY_DC UCSC,2010,36.53744,-121.9357,Central California,1.9033312448851598,0.900866118,12.42691761,-1.354025100551105,6
BUTTERFLY_DC UCSC,2011,36.53744,-121.9357,Central California,2.178354413344796,0.900866118,12.42691761,-1.4451858789480823,6
BUTTERFLY_DC UCSC,2013,36.53744,-121.9357,Central California,0.34657359027997264,0.900866118,12.42691761,-0.6931471805599453,6
BUTTERFLY_DC UCSC,2014,36.53744,-121.9357,Central California,3.990353910434835,0.900866118,12.42691761,-2.2386684072391034,6
BUTTERFLY_DC UCSC,2015,36.53744,-121.9357,Central California,5.516936509192938,0.900866118,12.42691761,-1.9459101490553132,6
BUTTERFLY_DC UCSC,2017,36.53744,-121.9357,Central California,5.020318695341681,0.900866118,12.42691761,-2.035935853185021,6
BUTTERFLY_DC UCSC,2018,36.53744,-121.9357,Central California,4.597308705755474,0.900866118,12.42691761,0.0,6
BUTTERFLY_DC UCSC,2019,36.53744,-121.9357,Central California,7.212767395890696,0.900866118,12.42691761,0.0,6
BUTTERFLY_DC UCSC,2020,36.53744,-121.9357,Central California,4.756775623022795,0.900866118,12.42691761,0.8243293127936908,6
BUTTERFLY_DC UCSC,2021,36.53744,-121.9357,Central California,5.357974963865267,0.900866118,12.42691761,0.24915763103581323,6
BUTTERFLY_UC UCSC,2006,36.53966,-121.9363,Central California,0.0,0.791856432,12.95365625,-1.466337068793427,7
BUTTERFLY_UC UCSC,2007,36.53966,-121.9363,Central California,0.8958797346140275,0.791856432,12.95365625,-2.0715673631957663,6
BUTTERFLY_UC UCSC,2008,36.53966,-121.9363,Central California,0.0,0.791856432,12.95365625,-2.445174564110877,6
BUTTERFLY_UC UCSC,2010,36.53966,-121.9363,Central California,0.34657359027997264,0.791856432,12.95365625,-1.4451858789480823,6
BUTTERFLY_UC UCSC,2011,36.53966,-121.9363,Central California,1.0986122886681098,0.791856432,12.95365625,-0.20273255405408225,6
BUTTERFLY_UC UCSC,2013,36.53966,-121.9363,Central California,0.6931471805599453,0.791856432,12.95365625,-1.4978661367769954,6
BUTTERFLY_UC UCSC,2014,36.53966,-121.9363,Central California,3.113268334643733,0.791856432,12.95365625,-1.518277134037123,6
BUTTERFLY_UC UCSC,2015,36.53966,-121.9363,Central California,5.120479644745212,0.791856432,12.95365625,-0.34657359027997264,6
BUTTERFLY_UC UCSC,2017,36.53966,-121.9363,Central California,6.143614289745589,0.791856432,12.95365625,0.0,6
BUTTERFLY_UC UCSC,2018,36.53966,-121.9363,Central California,6.08330715207277,0.791856432,12.95365625,0.0,6
BUTTERFLY_UC UCSC,2019,36.53966,-121.9363,Central California,6.046656299258883,0.791856432,12.95365625,0.0,6
BUTTERFLY_UC UCSC,2020,36.53966,-121.9363,Central California,6.043222079037321,0.791856432,12.95365625,0.0,6
BUTTERFLY_UC UCSC,2021,36.53966,-121.9363,Central California,6.196101801999038,0.791856432,12.95365625,0.34657359027997264,6
CABRILLO_NATIONAL_MONUMENT VRG,2011,32.65805,-117.2472,Southern California,1.9033312448851598,0.601736292,11.24760734,-2.2499048351651325,4
CABRILLO_NATIONAL_MONUMENT VRG,2012,32.65805,-117.2472,Southern California,1.3862943611198906,0.601736292,11.24760734,-2.1972245773362196,6
CAMBRIA_DC UCSC,2002,35.567893,-121.124319,Central California,0.0,0.746440641,10.8118428,-1.2424533248940002,6
CAMBRIA_DC UCSC,2003,35.567893,-121.124319,Central California,0.0,0.746440641,10.8118428,-0.8958797346140275,4
CAMBRIA_DC UCSC,2004,35.567893,-121.124319,Central California,0.0,0.746440641,10.8118428,-1.6094379124341005,6
CAMBRIA_DC UCSC,2005,35.567893,-121.124319,Central California,0.0,0.746440641,10.8118428,-1.1512925464970227,6
CAMBRIA_DC UCSC,2006,35.567893,-121.124319,Central California,0.0,0.746440641,10.8118428,-0.6931471805599453,5
CAMBRIA_DC UCSC,2007,35.56789,-121.1243,Central California,0.0,0.746440641,10.8118428,0.4236489301936017,6
CAMBRIA_DC UCSC,2008,35.56789,-121.1243,Central California,0.0,0.746440641,10.8118428,0.0,5
CAMBRIA_DC UCSC,2009,35.56789,-121.1243,Central California,0.0,0.746440641,10.8118428,0.0,5
CAMBRIA_DC UCSC,2010,35.56789,-121.1243,Central California,0.34657359027997264,0.746440641,10.8118428,-0.34657359027997264,6
CAMBRIA_DC UCSC,2011,35.56789,-121.1243,Central California,0.0,0.746440641,10.8118428,0.0,6
CAMBRIA_UC UCSC,2002,35.570495,-121.127145,Central California,0.0,0.747292744,11.67139446,-1.2424533248940002,6
CAMBRIA_UC UCSC,2003,35.570495,-121.127145,Central California,0.0,0.747292744,11.67139446,-0.4581453659370775,6
CAMBRIA_UC UCSC,2004,35.570495,-121.127145,Central California,0.0,0.747292744,11.67139446,-2.1972245773362196,2
CAMBRIA_UC UCSC,2005,35.570495,-121.127145,Central California,0.0,0.747292744,11.67139446,-1.3862943611198906,5
CAMBRIA_UC UCSC,2006,35.570495,-121.127145,Central California,0.0,0.747292744,11.67139446,-0.34657359027997264,6
CAMBRIA_UC UCSC,2007,35.5705,-121.1271,Central California,0.0,0.747292744,11.67139446,0.0,6
CAMBRIA_UC UCSC,2008,35.5705,-121.1271,Central California,0.0,0.747292744,11.67139446,-0.1438410362258904,6
CAMBRIA_UC UCSC,2009,35.5705,-121.1271,Central California,0.0,0.747292744,11.67139446,-1.0986122886681096,5
CAMBRIA_UC UCSC,2010,35.5705,-121.1271,Central California,0.0,0.747292744,11.67139446,0.0,6
CAMBRIA_UC UCSC,2011,35.5705,-121.1271,Central California,0.0,0.747292744,11.67139446,0.0,4
CANNERY_DC UCSC,2007,36.61495,-121.896,Central California,2.0126758453675744,0.351965811,7.403664603,-2.6287476860138907,6
CANNERY_DC UCSC,2008,36.61495,-121.896,Central California,1.9033312448851598,0.351965811,7.403664603,-1.868834809141684,6
CANNERY_DC UCSC,2011,36.61495,-121.896,Central California,1.0986122886681098,0.351965811,7.403664603,-2.0794415416798357,6
CANNERY_DC UCSC,2012,36.61495,-121.896,Central California,1.6094379124341003,0.351965811,7.403664603,-2.5649493574615367,6
CANNERY_DC UCSC,2013,36.61495,-121.896,Central California,2.34106561356211,0.351965811,7.403664603,-2.585241997519076,6
CANNERY_DC UCSC,2014,36.61495,-121.896,Central California,2.623512036080243,0.351965811,7.403664603,-2.799210979499187,6
